id,id_alt,country,continent,geo_group,culture,epoch,group,comment,latitude,longitude,sex,site,site_detail,mt_hg,ychr_hg,ychr_snps,year_from,year_to,date_detail,bp,c14_lab_code,reference_name,reference_link,data_link,c14_sample_tag,c14_layer_tag,full_mt_tag,trusted_tag,avg_coverage,amtdb_version
I17671,none,Czech Republic,Europe,"NW Bohemia, Most, Konobrže",Czech_LBA_Knoviz_lc,Bronze Age,none,none,50.533635,13.61765,F,Czech_LBA_Knoviz_lc,none,n/a (<2x),n/a (female),none,1300 BCE,800 BCE,1300-800 BCE,none,none,Patterson Nature 2021,https://doi.org/10.1038/s41586-021-04287-4,https://www.ebi.ac.uk/ena/browser/view/PRJEB47891,none,none,none,none,0.003923,v1.010
I20516,none,Czech Republic,Europe,"Central Bohemia, Prague 5, Zličín",Czech_LBA_Knoviz_lc,Bronze Age,none,none,50.060183,14.279389,F,Czech_LBA_Knoviz_lc,none,K1c1,n/a (female),none,1300 BCE,800 BCE,1300-800 BCE,none,none,Patterson Nature 2021,https://doi.org/10.1038/s41586-021-04287-4,https://www.ebi.ac.uk/ena/browser/view/PRJEB47891,none,none,none,none,0.005,v1.010
I13786,none,Czech Republic,Europe,"Central Bohemia, Prague-West, Hostivice-Palouky",Czech_LBA_Knoviz_o3,Bronze Age,none,none,50.07884,14.280243,M,Czech_LBA_Knoviz_o3,none,H1q,..,none,1300 BCE,900 BCE,1300-900 BCE,none,none,Patterson Nature 2021,https://doi.org/10.1038/s41586-021-04287-4,https://www.ebi.ac.uk/ena/browser/view/PRJEB47891,none,none,none,none,3.522369,v1.010
I13794,none,Czech Republic,Europe,"Central Bohemia, Prague-West, Hostivice-Palouky",Czech_LBA_Knoviz_o3,Bronze Age,none,none,50.07884,14.280243,M,Czech_LBA_Knoviz_o3,none,H2a,..,none,1300 BCE,900 BCE,1300-900 BCE,none,none,Patterson Nature 2021,https://doi.org/10.1038/s41586-021-04287-4,https://www.ebi.ac.uk/ena/browser/view/PRJEB47891,none,none,none,none,2.579065,v1.010
I15961,none,Czech Republic,Europe,"Central Bohemia, Prague-West, Hostivice-Palouky",Czech_LBA_Knoviz_o3,Bronze Age,none,none,50.07884,14.280243,F,Czech_LBA_Knoviz_o3,none,T2b,n/a (female),none,1300 BCE,900 BCE,1300-900 BCE,none,none,Patterson Nature 2021,https://doi.org/10.1038/s41586-021-04287-4,https://www.ebi.ac.uk/ena/browser/view/PRJEB47891,none,none,none,none,0.487926,v1.010
I16108,none,Czech Republic,Europe,"Central Bohemia, Prague 5, Prague-Stodůlky (Malá Ohrada site)",Czech_LN,Neolithic,none,none,50.044984,14.339296,F,Czech_LN,none,X2b4,n/a (female),none,3636 calBCE,3526 calBCE,"3636-3526 calBCE (4785±25 BP, PSUAMS-10118)",4785±25 BP,PSUAMS-10118,Patterson Nature 2021,https://doi.org/10.1038/s41586-021-04287-4,https://www.ebi.ac.uk/ena/browser/view/PRJEB47891,none,none,none,none,0.27708,v1.010
I16099,none,Czech Republic,Europe,"NW Bohemia, Most, Konobrže",Czech_MBA_Tumulus,Bronze Age,none,none,50.533635,13.61765,M,Czech_MBA_Tumulus,none,HV0+195,..,none,1500 BCE,1250 BCE,1500-1250 BCE,none,none,Patterson Nature 2021,https://doi.org/10.1038/s41586-021-04287-4,https://www.ebi.ac.uk/ena/browser/view/PRJEB47891,none,none,none,none,1.853007,v1.010
I16100,none,Czech Republic,Europe,"NW Bohemia, Most, Konobrže",Czech_MBA_Tumulus,Bronze Age,none,none,50.533635,13.61765,M,Czech_MBA_Tumulus,none,T2b,..,none,1500 BCE,1250 BCE,1500-1250 BCE,none,none,Patterson Nature 2021,https://doi.org/10.1038/s41586-021-04287-4,https://www.ebi.ac.uk/ena/browser/view/PRJEB47891,none,none,none,none,1.557187,v1.010
I16111,none,Czech Republic,Europe,"NW Bohemia, Most, Konobrže",Czech_MBA_Tumulus,Bronze Age,none,none,50.533635,13.61765,F,Czech_MBA_Tumulus,none,T1a1,n/a (female),none,1500 BCE,1250 BCE,1500-1250 BCE,none,none,Patterson Nature 2021,https://doi.org/10.1038/s41586-021-04287-4,https://www.ebi.ac.uk/ena/browser/view/PRJEB47891,none,none,none,none,1.396752,v1.010
I16112,none,Czech Republic,Europe,"NW Bohemia, Most, Konobrže",Czech_MBA_Tumulus,Bronze Age,none,none,50.533635,13.61765,F,Czech_MBA_Tumulus,none,V7,n/a (female),none,1500 BCE,1250 BCE,1500-1250 BCE,none,none,Patterson Nature 2021,https://doi.org/10.1038/s41586-021-04287-4,https://www.ebi.ac.uk/ena/browser/view/PRJEB47891,none,none,none,none,1.6722,v1.010
I17670,none,Czech Republic,Europe,"NW Bohemia, Most, Konobrže",Czech_MBA_Tumulus_lc,Bronze Age,none,none,50.533635,13.61765,U,Czech_MBA_Tumulus_lc,none,n/a (<2x),n/a  (sex unknown),none,1500 BCE,1250 BCE,1500-1250 BCE,none,none,Patterson Nature 2021,https://doi.org/10.1038/s41586-021-04287-4,https://www.ebi.ac.uk/ena/browser/view/PRJEB47891,none,none,none,none,0.002506,v1.010
I16113,none,Czech Republic,Europe,"NW Bohemia, Most, Konobrže",Czech_Medieval,Middle Age,none,none,50.533635,13.61765,F,Czech_Medieval,none,K1a1b2a1a,n/a (female),none,429 calCE,550 calCE,"429-550 calCE (1575±20 BP, PSUAMS-10119)",1575±20 BP,PSUAMS-10119,Patterson Nature 2021,https://doi.org/10.1038/s41586-021-04287-4,https://www.ebi.ac.uk/ena/browser/view/PRJEB47891,none,none,none,none,1.873833,v1.010
I20515,none,Czech Republic,Europe,"NW Bohemia, Teplice, Chouč",Czech_Medieval,Middle Age,none,none,50.511285,13.767871,F,Czech_Medieval,none,H6a1a3,n/a (female),none,892 calCE,992 calCE,"892-992 calCE (1110±20 BP, PSUAMS-10059)",1110±20 BP,PSUAMS-10059,Patterson Nature 2021,https://doi.org/10.1038/s41586-021-04287-4,https://www.ebi.ac.uk/ena/browser/view/PRJEB47891,none,none,none,none,0.321,v1.010
I14190,none,Czech Republic,Europe,"Central Bohemia, Prague 5, Prague-Jinonice (Holmanʼs Garden Centre)",Czech_MN,Neolithic,none,none,50.054385,14.363387,M,Czech_MN,none,T2e,..,none,4600 BCE,4400 BCE,4600-4400 BCE,none,none,Patterson Nature 2021,https://doi.org/10.1038/s41586-021-04287-4,https://www.ebi.ac.uk/ena/browser/view/PRJEB47891,none,none,none,none,3.466446,v1.010
I17313,none,Czech Republic,Europe,"Central Bohemia, Prague 5, Prague-Jinonice (Holmanʼs Garden Centre)",Czech_Modern,Modern Era,none,none,50.054385,14.363387,F,Czech_Modern,none,H1ae,n/a (female),none,1653 calCE,1950 calCE,"1653-1950 calCE (205±15 BP, PSUAMS-10054)",205±15 BP,PSUAMS-10054,Patterson Nature 2021,https://doi.org/10.1038/s41586-021-04287-4,https://www.ebi.ac.uk/ena/browser/view/PRJEB47891,none,none,none,none,1.803,v1.010
I15648,none,Czech Republic,Europe,"N Bohemia, Mladá Boleslav, Mužský-Hrada (Hrada site, Dneboh cadastre)",Czech_N,Neolithic,none,none,49.991622,14.162575,M,Czech_N,none,K1a+195,..,none,3598 calBCE,3371 calBCE,"3598-3371 calBCE (4690±25 BP, PSUAMS-10098)",4690±25 BP,PSUAMS-10098,Patterson Nature 2021,https://doi.org/10.1038/s41586-021-04287-4,https://www.ebi.ac.uk/ena/browser/view/PRJEB47891,none,none,none,none,0.890957,v1.010
I15819,none,Czech Republic,Europe,"N Moravia, Prostějov, Kralice na Hané",Czech_N,Neolithic,none,none,49.466353,17.185354,F,Czech_N,none,K1a3a3,n/a (female),none,5500 BCE,5000 BCE,5500-5000 BCE,none,none,Patterson Nature 2021,https://doi.org/10.1038/s41586-021-04287-4,https://www.ebi.ac.uk/ena/browser/view/PRJEB47891,none,none,none,none,0.274285,v1.010
I16092,none,Czech Republic,Europe,"NW Bohemia, Louny, Dobroměřice",Czech_N,Neolithic,none,none,50.37752,13.791255,M,Czech_N,none,U5b3b,..,none,3504 calBCE,3348 calBCE,"3504-3348 calBCE (4615±25 BP, PSUAMS-10117)",4615±25 BP,PSUAMS-10117,Patterson Nature 2021,https://doi.org/10.1038/s41586-021-04287-4,https://www.ebi.ac.uk/ena/browser/view/PRJEB47891,none,none,none,none,1.7819,v1.010
I7952,none,Czech Republic,Europe,"Central Bohemia, Prague-West, Hostivice-Sadová",Czech_N,Neolithic,none,none,50.080832,14.245241,M,Czech_N,none,N1a1a,..,none,5500 BCE,5000 BCE,5500-5000 BCE,none,none,Patterson Nature 2021,https://doi.org/10.1038/s41586-021-04287-4,https://www.ebi.ac.uk/ena/browser/view/PRJEB47891,none,none,none,none,5.162873,v1.010
I15821,none,Czech Republic,Europe,"W Bohemia, Plzeň-City, Plzeň-Křimice",Czech_N_lc,Neolithic,none,none,49.756359,13.308356,F,Czech_N_lc,none,n/a (<2x),n/a (female),none,5500 BCE,5000 BCE,5500-5000 BCE,none,none,Patterson Nature 2021,https://doi.org/10.1038/s41586-021-04287-4,https://www.ebi.ac.uk/ena/browser/view/PRJEB47891,none,none,none,none,0.005286,v1.010
I7950,none,Czech Republic,Europe,"Central Bohemia, Prague-West, Hostivice-Palouky",Czech_N_oWHG,Neolithic,none,none,50.07884,14.280243,F,Czech_N_oWHG,none,H,n/a (female),none,3516 calBCE,3367 calBCE,"3516-3367 calBCE (4655±25 BP, PSUAMS-10085)",4655±25 BP,PSUAMS-10085,Patterson Nature 2021,https://doi.org/10.1038/s41586-021-04287-4,https://www.ebi.ac.uk/ena/browser/view/PRJEB47891,none,none,none,none,5.199213,v1.010
I7951,none,Czech Republic,Europe,"Central Bohemia, Prague-West, Hostivice-Sadová",Czech_N_oWHG,Neolithic,none,none,50.080832,14.245241,F,Czech_N_oWHG,none,U8b1a1,n/a (female),none,5500 BCE,5000 BCE,5500-5000 BCE,none,none,Patterson Nature 2021,https://doi.org/10.1038/s41586-021-04287-4,https://www.ebi.ac.uk/ena/browser/view/PRJEB47891,none,none,none,none,0.527841,v1.010
I15650,none,Czech Republic,Europe,"Central Bohemia, Prague-West, Hostivice-Palouky",Czech_N_possible,Neolithic,none,none,50.07884,14.280243,M,Czech_N_possible,none,H1,..,none,1206 calBCE,1017 calBCE,"1206-1017 calBCE (2915±20 BP, PSUAMS-10099)",2915±20 BP,PSUAMS-10099,Patterson Nature 2021,https://doi.org/10.1038/s41586-021-04287-4,https://www.ebi.ac.uk/ena/browser/view/PRJEB47891,none,none,none,none,1.907318,v1.010
I10126,none,Dominican Republic,North America,Andres,Dominican_Andres_Archaic,Classical Age,none,none,18.44,-69.64,F,Dominican_Andres_Archaic,none,D1,n/a (female),none,1192 calBCE,1005 calBCE,"1192-1005 calBCE (2890±20 BP, PSUAMS-7291)",2890±20 BP,PSUAMS-7291,Fernandes Sirak Nature 2020,https://doi.org/10.1038/s41586-020-03053-2,https://www.ebi.ac.uk/ena/browser/view/PRJEB38555,none,none,none,none,2.722827,v1.010
I8547,none,Dominican Republic,North America,Andres,Dominican_Andres_Ceramic,Neolithic,none,none,18.44,-69.64,F,Dominican_Andres_Ceramic,none,A2,n/a (female),none,1038 calCE,1160 calCE,"1038-1160 calCE (935±20 BP, PSUAMS-7289)",935±20 BP,PSUAMS-7289,Fernandes Sirak Nature 2020,https://doi.org/10.1038/s41586-020-03053-2,https://www.ebi.ac.uk/ena/browser/view/PRJEB38555,none,none,none,none,4.370162,v1.010
I8548,none,Dominican Republic,North America,Andres,Dominican_Andres_Ceramic,Neolithic,none,none,18.44,-69.64,M,Dominican_Andres_Ceramic,none,C5b,..,none,211 calCE,326 calCE,"211-326 calCE (1805±20 BP, PSUAMS-7290)",1805±20 BP,PSUAMS-7290,Fernandes Sirak Nature 2020,https://doi.org/10.1038/s41586-020-03053-2,https://www.ebi.ac.uk/ena/browser/view/PRJEB38555,none,none,none,none,2.874088,v1.010
I8549,none,Dominican Republic,North America,Andres,Dominican_Andres_Ceramic,Neolithic,none,none,18.44,-69.64,M,Dominican_Andres_Ceramic,none,A2+(64),..,none,1228 calCE,1280 calCE,"1228-1280 calCE (765±15 BP, PSUAMS-8189)",765±15 BP,PSUAMS-8189,Fernandes Sirak Nature 2020,https://doi.org/10.1038/s41586-020-03053-2,https://www.ebi.ac.uk/ena/browser/view/PRJEB38555,none,none,none,none,2.41438,v1.010
I8550,none,Dominican Republic,North America,Andres,Dominican_Andres_Ceramic,Neolithic,none,none,18.44,-69.64,F,Dominican_Andres_Ceramic,none,A2+(64),n/a (female),none,651 calCE,772 calCE,"651-772 calCE (1340±15 BP, PSUAMS-8176)",1340±15 BP,PSUAMS-8176,Fernandes Sirak Nature 2020,https://doi.org/10.1038/s41586-020-03053-2,https://www.ebi.ac.uk/ena/browser/view/PRJEB38555,none,none,none,none,3.369298,v1.010
I15105,none,Dominican Republic,North America,Atajadizo,Dominican_Atajadizo_Ceramic,Neolithic,none,none,18.394444,-68.61,M,Dominican_Atajadizo_Ceramic,none,A2,..,none,1221 calCE,1268 calCE,"1221-1268 calCE (805±15 BP, PSUAMS-8181)",805±15 BP,PSUAMS-8181,Fernandes Sirak Nature 2020,https://doi.org/10.1038/s41586-020-03053-2,https://www.ebi.ac.uk/ena/browser/view/PRJEB38555,none,none,none,none,3.330022,v1.010
I15106,none,Dominican Republic,North America,Atajadizo,Dominican_Atajadizo_Ceramic,Neolithic,none,none,18.394444,-68.61,F,Dominican_Atajadizo_Ceramic,none,C1b2,n/a (female),none,1225 calCE,1271 calCE,"1225-1271 calCE (790±15 BP, PSUAMS-8182)",790±15 BP,PSUAMS-8182,Fernandes Sirak Nature 2020,https://doi.org/10.1038/s41586-020-03053-2,https://www.ebi.ac.uk/ena/browser/view/PRJEB38555,none,none,none,none,2.559875,v1.010
I15107,none,Dominican Republic,North America,Atajadizo,Dominican_Atajadizo_Ceramic,Neolithic,none,none,18.394444,-68.61,F,Dominican_Atajadizo_Ceramic,none,B2,n/a (female),none,1290 calCE,1390 calCE,"1290-1390 calCE (650±15 BP, PSUAMS-8183)",650±15 BP,PSUAMS-8183,Fernandes Sirak Nature 2020,https://doi.org/10.1038/s41586-020-03053-2,https://www.ebi.ac.uk/ena/browser/view/PRJEB38555,none,none,none,none,3.382834,v1.010
I15108,none,Dominican Republic,North America,Atajadizo,Dominican_Atajadizo_Ceramic,Neolithic,none,none,18.394444,-68.61,F,Dominican_Atajadizo_Ceramic,none,B2,n/a (female),none,1422 calCE,1454 calCE,"1422-1454 calCE (465±20 BP, PSUAMS-8797)",465±20 BP,PSUAMS-8797,Fernandes Sirak Nature 2020,https://doi.org/10.1038/s41586-020-03053-2,https://www.ebi.ac.uk/ena/browser/view/PRJEB38555,none,none,none,none,4.207444,v1.010
I15109,none,Dominican Republic,North America,Atajadizo,Dominican_Atajadizo_Ceramic,Neolithic,none,none,18.394444,-68.61,F,Dominican_Atajadizo_Ceramic,none,B2,n/a (female),none,1423 calCE,1455 calCE,"1423-1455 calCE (460±20 BP, PSUAMS-7407)",460±20 BP,PSUAMS-7407,Fernandes Sirak Nature 2020,https://doi.org/10.1038/s41586-020-03053-2,https://www.ebi.ac.uk/ena/browser/view/PRJEB38555,none,none,none,none,3.552847,v1.010
I15111,none,Dominican Republic,North America,Atajadizo,Dominican_Atajadizo_Ceramic,Neolithic,none,none,18.394444,-68.61,M,Dominican_Atajadizo_Ceramic,none,A2,..,none,1287 calCE,1392 calCE,"1287-1392 calCE (650±20 BP, PSUAMS-7389)",650±20 BP,PSUAMS-7389,Fernandes Sirak Nature 2020,https://doi.org/10.1038/s41586-020-03053-2,https://www.ebi.ac.uk/ena/browser/view/PRJEB38555,none,none,none,none,3.981327,v1.010
I15112,none,Dominican Republic,North America,Atajadizo,Dominican_Atajadizo_Ceramic,Neolithic,none,none,18.394444,-68.61,F,Dominican_Atajadizo_Ceramic,none,C1b2,n/a (female),none,1225 calCE,1271 calCE,"1225-1271 calCE (790±15 BP, PSUAMS-8978)",790±15 BP,PSUAMS-8978,Fernandes Sirak Nature 2020,https://doi.org/10.1038/s41586-020-03053-2,https://www.ebi.ac.uk/ena/browser/view/PRJEB38555,none,none,none,none,3.23234,v1.010
I17899,none,Dominican Republic,North America,Atajadizo,Dominican_Atajadizo_Ceramic,Neolithic,none,none,18.394444,-68.61,M,Dominican_Atajadizo_Ceramic,none,A2,..,none,1442 calCE,1616 calCE,"1442-1616 calCE (405±20 BP, PSUAMS-8969)",405±20 BP,PSUAMS-8969,Fernandes Sirak Nature 2020,https://doi.org/10.1038/s41586-020-03053-2,https://www.ebi.ac.uk/ena/browser/view/PRJEB38555,none,none,none,none,1.550114,v1.010
I17900,none,Dominican Republic,North America,Atajadizo,Dominican_Atajadizo_Ceramic,Neolithic,none,none,18.394444,-68.61,M,Dominican_Atajadizo_Ceramic,none,B2,..,none,1404 calCE,1440 calCE,"1404-1440 calCE (510±20 BP, PSUAMS-9169)",510±20 BP,PSUAMS-9169,Fernandes Sirak Nature 2020,https://doi.org/10.1038/s41586-020-03053-2,https://www.ebi.ac.uk/ena/browser/view/PRJEB38555,none,none,none,none,2.733283,v1.010
I17901,none,Dominican Republic,North America,Atajadizo,Dominican_Atajadizo_Ceramic,Neolithic,none,none,18.394444,-68.61,M,Dominican_Atajadizo_Ceramic,none,C1d1,..,none,1414 calCE,1450 calCE,"1414-1450 calCE (480±20 BP, PSUAMS-7393)",480±20 BP,PSUAMS-7393,Fernandes Sirak Nature 2020,https://doi.org/10.1038/s41586-020-03053-2,https://www.ebi.ac.uk/ena/browser/view/PRJEB38555,none,none,none,none,2.835544,v1.010
I17902,none,Dominican Republic,North America,Atajadizo,Dominican_Atajadizo_Ceramic,Neolithic,none,none,18.394444,-68.61,F,Dominican_Atajadizo_Ceramic,none,A2,n/a (female),none,1275 calCE,1300 calCE,"1275-1300 calCE (705±15 BP, PSUAMS-8973)",705±15 BP,PSUAMS-8973,Fernandes Sirak Nature 2020,https://doi.org/10.1038/s41586-020-03053-2,https://www.ebi.ac.uk/ena/browser/view/PRJEB38555,none,none,none,none,2.195536,v1.010
I17903,none,Dominican Republic,North America,Atajadizo,Dominican_Atajadizo_Ceramic,Neolithic,none,none,18.394444,-68.61,M,Dominican_Atajadizo_Ceramic,none,D1,..,none,650 CE,900 CE,650-900 CE,none,none,Fernandes Sirak Nature 2020,https://doi.org/10.1038/s41586-020-03053-2,https://www.ebi.ac.uk/ena/browser/view/PRJEB38555,none,none,none,none,2.252976,v1.010
I17907,none,Dominican Republic,North America,Atajadizo,Dominican_Atajadizo_Ceramic,Neolithic,none,none,18.394444,-68.61,F,Dominican_Atajadizo_Ceramic,none,A2+(64)+@16111,n/a (female),none,1322 calCE,1410 calCE,"1322-1410 calCE (570±15 BP, PSUAMS-8970)",570±15 BP,PSUAMS-8970,Fernandes Sirak Nature 2020,https://doi.org/10.1038/s41586-020-03053-2,https://www.ebi.ac.uk/ena/browser/view/PRJEB38555,none,none,none,none,2.710926,v1.010
I17908,none,Dominican Republic,North America,Atajadizo,Dominican_Atajadizo_Ceramic,Neolithic,none,none,18.394444,-68.61,F,Dominican_Atajadizo_Ceramic,none,A2,n/a (female),none,1409 calCE,1440 calCE,"1409-1440 calCE (500±15 BP, PSUAMS-9167)",500±15 BP,PSUAMS-9167,Fernandes Sirak Nature 2020,https://doi.org/10.1038/s41586-020-03053-2,https://www.ebi.ac.uk/ena/browser/view/PRJEB38555,none,none,none,none,2.386544,v1.010
I18300,none,Dominican Republic,North America,Atajadizo,Dominican_Atajadizo_Ceramic,Neolithic,none,none,18.394444,-68.61,F,Dominican_Atajadizo_Ceramic,none,A2,n/a (female),none,650 CE,1650 CE,650-1650 CE,none,none,Fernandes Sirak Nature 2020,https://doi.org/10.1038/s41586-020-03053-2,https://www.ebi.ac.uk/ena/browser/view/PRJEB38555,none,none,none,none,0.523972,v1.010
I18301,none,Dominican Republic,North America,Atajadizo,Dominican_Atajadizo_Ceramic,Neolithic,none,none,18.394444,-68.61,M,Dominican_Atajadizo_Ceramic,none,C1b2,..,none,1036 calCE,1158 calCE,"1036-1158 calCE (945±15 BP, PSUAMS-8971)",945±15 BP,PSUAMS-8971,Fernandes Sirak Nature 2020,https://doi.org/10.1038/s41586-020-03053-2,https://www.ebi.ac.uk/ena/browser/view/PRJEB38555,none,none,none,none,1.573985,v1.010
I17906,none,Dominican Republic,North America,Atajadizo,Dominican_Atajadizo_Ceramic_1d.rel.17903,Neolithic,none,none,18.394444,-68.61,M,Dominican_Atajadizo_Ceramic_1d.rel.17903,none,A2,..,none,708 calCE,884 calCE,"708-884 calCE (1215±20 BP, PSUAMS-7367)",1215±20 BP,PSUAMS-7367,Fernandes Sirak Nature 2020,https://doi.org/10.1038/s41586-020-03053-2,https://www.ebi.ac.uk/ena/browser/view/PRJEB38555,none,none,none,none,2.424134,v1.010
I17905,none,Dominican Republic,North America,Atajadizo,Dominican_Atajadizo_Ceramic,Neolithic,none,none,18.394444,-68.61,M,Dominican_Atajadizo_Ceramic,none,A2,..,none,1302 calCE,1398 calCE,"1302-1398 calCE (615±15 BP, PSUAMS-8974)",615±15 BP,PSUAMS-8974,Fernandes Sirak Nature 2020,https://doi.org/10.1038/s41586-020-03053-2,https://www.ebi.ac.uk/ena/browser/view/PRJEB38555,none,none,none,none,0.096469,v1.010
I7965,none,Dominican Republic,North America,"Samana, Cueva Juana",Dominican_CuevaJuana_Ceramic,Neolithic,none,none,19.24,-69.2,M,Dominican_CuevaJuana_Ceramic,none,A2+(64),..,none,661 calCE,775 calCE,"661-775 calCE (1305±20 BP, PSUAMS-8830)",1305±20 BP,PSUAMS-8830,Fernandes Sirak Nature 2020,https://doi.org/10.1038/s41586-020-03053-2,https://www.ebi.ac.uk/ena/browser/view/PRJEB38555,none,none,none,none,4.493587,v1.010
I7966,none,Dominican Republic,North America,"Samana, Cueva Juana",Dominican_CuevaJuana_Ceramic,Neolithic,none,none,19.24,-69.2,F,Dominican_CuevaJuana_Ceramic,none,C1b2,n/a (female),none,652 calCE,774 calCE,"652-774 calCE (1330±20 BP, PSUAMS-9165)",1330±20 BP,PSUAMS-9165,Fernandes Sirak Nature 2020,https://doi.org/10.1038/s41586-020-03053-2,https://www.ebi.ac.uk/ena/browser/view/PRJEB38555,none,none,none,none,4.375015,v1.010
I7967,none,Dominican Republic,North America,"Samana, Cueva Juana",Dominican_CuevaJuana_Ceramic,Neolithic,none,none,19.24,-69.2,F,Dominican_CuevaJuana_Ceramic,none,D1,n/a (female),none,675 calCE,774 calCE,"675-774 calCE (1275±15 BP, PSUAMS-5330)",1275±15 BP,PSUAMS-5330,Fernandes Sirak Nature 2020,https://doi.org/10.1038/s41586-020-03053-2,https://www.ebi.ac.uk/ena/browser/view/PRJEB38555,none,none,none,none,4.451662,v1.010
I7968,none,Dominican Republic,North America,"Samana, Cueva Juana",Dominican_CuevaJuana_Ceramic,Neolithic,none,none,19.24,-69.2,F,Dominican_CuevaJuana_Ceramic,none,D1,n/a (female),none,884 calCE,994 calCE,"884-994 calCE (1120±25 BP, PSUAMS-5331)",1120±25 BP,PSUAMS-5331,Fernandes Sirak Nature 2020,https://doi.org/10.1038/s41586-020-03053-2,https://www.ebi.ac.uk/ena/browser/view/PRJEB38555,none,none,none,none,3.911751,v1.010
I10333,none,Dominican Republic,North America,Cueva Roja,Dominican_CuevaRoja_Archaic,Classical Age,none,none,17.87,-71.65,M,Dominican_CuevaRoja_Archaic,none,..,..,none,1300 BCE,200 CE,1300 BCE - 200 CE,none,none,Fernandes Sirak Nature 2020,https://doi.org/10.1038/s41586-020-03053-2,https://www.ebi.ac.uk/ena/browser/view/PRJEB38555,none,none,none,none,0.017283,v1.010
I7977,none,Dominican Republic,North America,Cueva Roja,Dominican_CuevaRoja_Archaic,Classical Age,none,none,17.87,-71.65,F,Dominican_CuevaRoja_Archaic,none,C1d1,n/a (female),none,8 calCE,123 calCE,"8-123 calCE (1960±20 BP, PSUAMS-7385)",1960±20 BP,PSUAMS-7385,Fernandes Sirak Nature 2020,https://doi.org/10.1038/s41586-020-03053-2,https://www.ebi.ac.uk/ena/browser/view/PRJEB38555,none,none,none,none,0.085766,v1.010
I10334,none,Dominican Republic,North America,Cueva Roja,Dominican_CuevaRoja_Archaic_o,Classical Age,none,none,17.87,-71.64545833,M,Dominican_CuevaRoja_Archaic_o,none,D1,..,none,1300 BCE,200 CE,1300 BCE - 200 CE,none,none,Fernandes Sirak Nature 2020,https://doi.org/10.1038/s41586-020-03053-2,https://www.ebi.ac.uk/ena/browser/view/PRJEB38555,none,none,none,none,0.033584,v1.010
I14990,none,Dominican Republic,North America,Edilio Cruz,Dominican_EdilioCruz_Ceramic,Neolithic,none,none,19.8,-71.2,M,Dominican_EdilioCruz_Ceramic,none,C1b,..,none,1226 calCE,1278 calCE,"1226-1278 calCE (776±19 BP, DSH-7154)",776±19 BP,DSH-7154,Fernandes Sirak Nature 2020,https://doi.org/10.1038/s41586-020-03053-2,https://www.ebi.ac.uk/ena/browser/view/PRJEB38555,none,none,none,none,4.219874,v1.010
I18134,none,Dominican Republic,North America,El Frances,Dominican_ElFrances_Ceramic,Neolithic,none,none,19.2,-69.218889,M,Dominican_ElFrances_Ceramic,none,C1b2,..,none,788 calCE,874 calCE,788-874 calCE,none,none,Fernandes Sirak Nature 2020,https://doi.org/10.1038/s41586-020-03053-2,https://www.ebi.ac.uk/ena/browser/view/PRJEB38555,none,none,none,none,1.813199,v1.010
I18437,none,Dominican Republic,North America,El Frances,Dominican_ElFrances_Ceramic,Neolithic,none,none,19.2,-69.218889,M,Dominican_ElFrances_Ceramic,none,C1b2,..,none,970 calCE,1018 calCE,970-1018 calCE,none,none,Fernandes Sirak Nature 2020,https://doi.org/10.1038/s41586-020-03053-2,https://www.ebi.ac.uk/ena/browser/view/PRJEB38555,none,none,none,none,2.634083,v1.010
I12341,none,Dominican Republic,North America,El Soco,Dominican_ElSoco_Ceramic,Neolithic,none,none,18.447,-69.187,M,Dominican_ElSoco_Ceramic,none,C1d1,..,none,850 CE,1450 CE,850-1450 CE,none,none,Fernandes Sirak Nature 2020,https://doi.org/10.1038/s41586-020-03053-2,https://www.ebi.ac.uk/ena/browser/view/PRJEB38555,none,none,none,none,1.026857,v1.010
I12344,none,Dominican Republic,North America,El Soco,Dominican_ElSoco_Ceramic,Neolithic,none,none,18.447,-69.187,M,Dominican_ElSoco_Ceramic,none,D1,..,none,850 CE,1450 CE,850-1450 CE,none,none,Fernandes Sirak Nature 2020,https://doi.org/10.1038/s41586-020-03053-2,https://www.ebi.ac.uk/ena/browser/view/PRJEB38555,none,none,none,none,8.045499,v1.010
I12347,none,Dominican Republic,North America,El Soco,Dominican_ElSoco_Ceramic,Neolithic,none,none,18.447,-69.187,M,Dominican_ElSoco_Ceramic,none,D1,..,none,850 CE,1450 CE,850-1450 CE,none,none,Fernandes Sirak Nature 2020,https://doi.org/10.1038/s41586-020-03053-2,https://www.ebi.ac.uk/ena/browser/view/PRJEB38555,none,none,none,none,9.947994,v1.010
I12350,none,Dominican Republic,North America,El Soco,Dominican_ElSoco_Ceramic,Neolithic,none,none,18.447,-69.187,F,Dominican_ElSoco_Ceramic,none,C1d1,n/a (female),none,850 CE,1450 CE,850-1450 CE,none,none,Fernandes Sirak Nature 2020,https://doi.org/10.1038/s41586-020-03053-2,https://www.ebi.ac.uk/ena/browser/view/PRJEB38555,none,none,none,none,7.489461,v1.010
