id;id_alt;country;continent;geo_group;culture;epoch;group;comment;latitude;longitude;sex;site;site_detail;mt_hg;ychr_hg;ychr_snps;year_from;year_to;date_detail;bp;c14_lab_code;reference_name;reference_link;data_link;c14_sample_tag;c14_layer_tag;full_mt_tag;trusted_tag;avg_coverage;amtdb_version
I12927;;United Kingdom;Europe;British Isles;England_LIA;Iron Age;IAXX;;51.95241;-2.078732;M;England_LIA;England, Gloucestershire, Bishop's Cleeve, Cleevelands;U5b3b1;R1b1a1b1a1a2c1a6a1;;50;200;50-200 CE;;;Patterson et al. 2021;https://doi.org/10.1038/s41586-021-04287-4;https://www.ebi.ac.uk/ena/browser/view/PRJEB47891;0;;;;2.902739;v1.010
I12931;;United Kingdom;Europe;British Isles;England_LIA;Iron Age;IAXX;;51.95241;-2.078732;M;England_LIA;England, Gloucestershire, Bishop's Cleeve, Cleevelands;H6a2;I2a1a1a1a1a1~;;50;200;50-200 CE;;;Patterson et al. 2021;https://doi.org/10.1038/s41586-021-04287-4;https://www.ebi.ac.uk/ena/browser/view/PRJEB47891;0;;;;1.200699;v1.010
I12932;;United Kingdom;Europe;British Isles;England_LIA;Iron Age;IAXX;;51.95241;-2.078732;F;England_LIA;England, Gloucestershire, Bishop's Cleeve, Cleevelands;H1bs;n/a (female);;50;200;50-200 CE;;;Patterson et al. 2021;https://doi.org/10.1038/s41586-021-04287-4;https://www.ebi.ac.uk/ena/browser/view/PRJEB47891;0;;;;3.016851;v1.010
I14096;;United Kingdom;Europe;British Isles;England_LIA;Iron Age;IAXX;;54.3955;-1.614;M;England_LIA;England, North Yorkshire, Scorton Quarry;H4a1a2a;R1b1a1b1a1a2c1;;-101;59;"101 calBCE - 59 calCE (2035±22 BP) [R_combine: (2056±30 BP, SUERC-95019); (2013±31 BP, SUERC-52144)]";2013±31 BP;SUERC-52144;Patterson et al. 2021;https://doi.org/10.1038/s41586-021-04287-4;https://www.ebi.ac.uk/ena/browser/view/PRJEB47891;1;;;;0.597212;v1.010
I14097;;United Kingdom;Europe;British Isles;England_LIA;Iron Age;IAXX;;54.3955;-1.614;M;England_LIA;England, North Yorkshire, Scorton Quarry;H66a1;R1b1a1b1a1a2b1;;-162;26;162 calBCE - 26 calCE (2051±32 BP, SUERC-56654);2051±32 BP;SUERC-56654;Patterson et al. 2021;https://doi.org/10.1038/s41586-021-04287-4;https://www.ebi.ac.uk/ena/browser/view/PRJEB47891;1;;;;0.814957;v1.010
I14351;;United Kingdom;Europe;British Isles;England_LIA;Iron Age;IAXX;;53.9085;-1.384997;F;England_LIA;England, West Yorkshire, Wattle Syke;K2a;n/a (female);;-193;-6;193-6 calBCE (2084±30 BP, SUERC-27314);2084±30 BP;SUERC-27314;Patterson et al. 2021;https://doi.org/10.1038/s41586-021-04287-4;https://www.ebi.ac.uk/ena/browser/view/PRJEB47891;1;;;;1.819944;v1.010
I14552_d;;United Kingdom;Europe;British Isles;England_LIA;Iron Age;IAXX;;50.845584;-0.11145;M;England_LIA;England, Sussex, Brighton, Moulsecoomb;J1c2;..;;-92;110;92 calBCE - 110 calCE (2012±30 BP, SUERC-70741);2012±30 BP;SUERC-70741;Patterson et al. 2021;https://doi.org/10.1038/s41586-021-04287-4;https://www.ebi.ac.uk/ena/browser/view/PRJEB47891;1;;;;0.169665;v1.010
I18599;;United Kingdom;Europe;British Isles;England_LIA;Iron Age;IAXX;;51.323295;0.73696;F;England_LIA;England, Kent, Sittingbourne, Highsted;H;n/a (female);;-43;110;43 calBCE - 110 calCE (1990±25 BP, PSUAMS-7826);1990±25 BP;PSUAMS-7826;Patterson et al. 2021;https://doi.org/10.1038/s41586-021-04287-4;https://www.ebi.ac.uk/ena/browser/view/PRJEB47891;1;;;;2.472694;v1.010
I19047;;United Kingdom;Europe;British Isles;England_LIA;Iron Age;IAXX;;52.134885;0.204105;M;England_LIA;England, Cambridgeshire, Babraham Research Campus (ARC05), ARES site;H2a;R1b1a1b;;1;50;1-50 CE;;;Patterson et al. 2021;https://doi.org/10.1038/s41586-021-04287-4;https://www.ebi.ac.uk/ena/browser/view/PRJEB47891;0;;;;0.047;v1.010
I19587;;United Kingdom;Europe;British Isles;England_LIA;Iron Age;IAXX;;54.3955;-1.614;M;England_LIA;England, North Yorkshire, Scorton Quarry;K2a;G2a2b2a1a1b;;-195;7;195 calBCE - 7 calCE (2084±31 BP, SUERC-52142);2084±31 BP;SUERC-52142;Patterson et al. 2021;https://doi.org/10.1038/s41586-021-04287-4;https://www.ebi.ac.uk/ena/browser/view/PRJEB47891;1;;;;0.039;v1.010
I19870;;United Kingdom;Europe;British Isles;England_LIA;Iron Age;IAXX;;51.3603;1.3405;F;England_LIA;England, Kent, East Kent Access Road;T1a1;n/a (female);;-200;-1;200-1 BCE;;;Patterson et al. 2021;https://doi.org/10.1038/s41586-021-04287-4;https://www.ebi.ac.uk/ena/browser/view/PRJEB47891;0;;;;3.001;v1.010
I21302;;United Kingdom;Europe;British Isles;England_LIA;Iron Age;IAXX;;51.0128;-2.3152;M;England_LIA;England, South Somerset, South Cadbury;K1a+195;R1b1a1b1a1a2c1;;-46;117;46 calBCE - 117 calCE (1989±30 BP, SUERC-94994);1989±30 BP;SUERC-94994;Patterson et al. 2021;https://doi.org/10.1038/s41586-021-04287-4;https://www.ebi.ac.uk/ena/browser/view/PRJEB47891;1;;;;2.804;v1.010
I21303;;United Kingdom;Europe;British Isles;England_LIA;Iron Age;IAXX;;51.0128;-2.3152;F;England_LIA;England, South Somerset, South Cadbury;H2a5;n/a (female);;-153;25;153 calBCE - 25 calCE (2048±26 BP, SUERC-94998);2048±26 BP;SUERC-94998;Patterson et al. 2021;https://doi.org/10.1038/s41586-021-04287-4;https://www.ebi.ac.uk/ena/browser/view/PRJEB47891;1;;;;0.635;v1.010
I21315;;United Kingdom;Europe;British Isles;England_LIA;Iron Age;IAXX;;50.949985;-2.735842;M;England_LIA;England, Somerset, Ham Hill;T1a1'3;R1b1a1b;;-173;5;173 calBCE - 5 calCE (2080±27 BP, SUERC-74473);2080±27 BP;SUERC-74473;Patterson et al. 2021;https://doi.org/10.1038/s41586-021-04287-4;https://www.ebi.ac.uk/ena/browser/view/PRJEB47891;1;;;;0.08;v1.010
I27379;;United Kingdom;Europe;British Isles;England_LIA;Iron Age;IAXX;;50.806775;-0.68987061;M;England_LIA;England, Sussex, North Bersted;H7d;R1b1a1b1a1a2c1;;-174;-51;174-51 calBCE (2109±17 BP, SUERC-80747);2109±17 BP;SUERC-80747;Patterson et al. 2021;https://doi.org/10.1038/s41586-021-04287-4;https://www.ebi.ac.uk/ena/browser/view/PRJEB47891;1;;;;1.899;v1.010
I5365;;United Kingdom;Europe;British Isles;England_LIA;Iron Age;IAXX;;51.255523;-2.667883;F;England_LIA;England, Somerset, Priddy;U5a1b1e;n/a (female);;-103;107;103 calBCE - 107 calCE (2023±31 BP, SUERC-50796);2023±31 BP;SUERC-50796;Patterson et al. 2021;https://doi.org/10.1038/s41586-021-04287-4;https://www.ebi.ac.uk/ena/browser/view/PRJEB47891;1;;;;0.112;v1.010
I14359;;United Kingdom;Europe;British Isles;England_LIA_1d.rel.I14360;Iron Age;IAXX;;53.9085;-1.384997;M;England_LIA_1d.rel.I14360;England, West Yorkshire, Wattle Syke;J1c1;F;;-200;100;200 BCE - 100 CE;;;Patterson et al. 2021;https://doi.org/10.1038/s41586-021-04287-4;https://www.ebi.ac.uk/ena/browser/view/PRJEB47891;0;;;;0.015679;v1.010
I19869;;United Kingdom;Europe;British Isles;England_LIA_daughter.I19870;Iron Age;IAXX;;51.3603;1.3405;F;England_LIA_daughter.I19870;England, Kent, East Kent Access Road;T1a1;n/a (female);;-175;8;175 calBCE - 8 calCE (2080±30 BP, SUERC-40286);2080±30 BP;SUERC-40286;Patterson et al. 2021;https://doi.org/10.1038/s41586-021-04287-4;https://www.ebi.ac.uk/ena/browser/view/PRJEB47891;1;;;;2.944;v1.010
I17017;;United Kingdom;Europe;British Isles;England_LIA_highEEF;Iron Age;IAXX;;51.313891;-2.885217;F;England_LIA_highEEF;England, Somerset, Christon, Dibbles Farm;U5b1+16189;n/a (female);;-196;5;196 calBCE - 5 calCE (2087±30 BP, SUERC-94988);2087±30 BP;SUERC-94988;Patterson et al. 2021;https://doi.org/10.1038/s41586-021-04287-4;https://www.ebi.ac.uk/ena/browser/view/PRJEB47891;1;;;;3.353946;v1.010
I19588;;United Kingdom;Europe;British Isles;England_LIA_lc;Iron Age;IAXX;;54.3955;-1.614;F;England_LIA_lc;England, North Yorkshire, Scorton Quarry;n/a (<2x);n/a (female);;-168;11;168 calBCE - 11 calCE (2067±31 BP, SUERC-52143);2067±31 BP;SUERC-52143;Patterson et al. 2021;https://doi.org/10.1038/s41586-021-04287-4;https://www.ebi.ac.uk/ena/browser/view/PRJEB47891;1;;;;0.01;v1.010
I14360;;United Kingdom;Europe;British Isles;England_LIA_o;Iron Age;IAXX;;53.9085;-1.384997;F;England_LIA_o;England, West Yorkshire, Wattle Syke;J1c1;n/a (female);;-151;62;151 calBCE - 62 calCE (2040±30 BP, SUERC-27301);2040±30 BP;SUERC-27301;Patterson et al. 2021;https://doi.org/10.1038/s41586-021-04287-4;https://www.ebi.ac.uk/ena/browser/view/PRJEB47891;1;;;;0.796891;v1.010
I20615;;United Kingdom;Europe;British Isles;England_Roman;;;;50.60009092;-2.036950526;F;England_Roman;England, Dorset, Worth Matravers, Football Field;H1i;n/a (female);;84;229;84-229 calCE (1883±24 BP, SUERC-104571);1883±24 BP;SUERC-104571;Patterson et al. 2021;https://doi.org/10.1038/s41586-021-04287-4;https://www.ebi.ac.uk/ena/browser/view/PRJEB47891;1;;;;0.831;v1.010
I14352;;United Kingdom;Europe;British Isles;England_LIA_sister.I14351;Iron Age;IAXX;;53.9085;-1.384997;F;England_LIA_sister.I14351;England, West Yorkshire, Wattle Syke;K2a;n/a (female);;-193;-6;193-6 calBCE (2084±30 BP, SUERC-27314);2084±30 BP;SUERC-27314;Patterson et al. 2021;https://doi.org/10.1038/s41586-021-04287-4;https://www.ebi.ac.uk/ena/browser/view/PRJEB47891;1;;;;0.888506;v1.010
I13710;;United Kingdom;Europe;British Isles;England_MBA;Bronze Age;BAXX;;51.3603;1.3405;M;England_MBA;England, Kent, East Kent Access Road;I4a;R1b1a1b1a1a2c1b;;-1411;-1203;1411-1203 calBCE (3040±35 BP, SUERC-40714);3040±35 BP;SUERC-40714;Patterson et al. 2021;https://doi.org/10.1038/s41586-021-04287-4;https://www.ebi.ac.uk/ena/browser/view/PRJEB47891;1;;;;0.239629;v1.010
I13714;;United Kingdom;Europe;British Isles;England_MBA;Bronze Age;BAXX;;51.3603;1.3405;M;England_MBA;England, Kent, East Kent Access Road;H1c8;R1b1a1b1a1a2c1b1;;-1533;-1417;1533-1417 calBCE (3210±35 BP, SUERC-40723);3210±35 BP;SUERC-40723;Patterson et al. 2021;https://doi.org/10.1038/s41586-021-04287-4;https://www.ebi.ac.uk/ena/browser/view/PRJEB47891;1;;;;4.28184;v1.010
I16403;;United Kingdom;Europe;British Isles;England_MBA;Bronze Age;BAXX;;54.050362;-1.989273;M;England_MBA;England, North Yorkshire, Cockerham, Elbolton Cave;K2a;R1b1a1b1a1a2c1;;-1600;-1350;1600-1350 BCE;;;Patterson et al. 2021;https://doi.org/10.1038/s41586-021-04287-4;https://www.ebi.ac.uk/ena/browser/view/PRJEB47891;0;;;;0.586332;v1.010
I16454;;United Kingdom;Europe;British Isles;England_MBA;Bronze Age;BAXX;;50.536523;-5.025273;M;England_MBA;England, Cornwall, St. Merryn, Constantine Island;U5b2b2;R1b1a1b1a1a2c;;-1381;-1056;1381-1056 calBCE (2985±35 BP, SUERC-16818);2985±35 BP;SUERC-16818;Patterson et al. 2021;https://doi.org/10.1038/s41586-021-04287-4;https://www.ebi.ac.uk/ena/browser/view/PRJEB47891;1;;;;0.904454;v1.010
I16616;;United Kingdom;Europe;British Isles;England_MBA;Bronze Age;BAXX;;50.849209;-0.223278;F;England_MBA;England, Sussex, Brighton, Mile Oak;H13a1a1;n/a (female);;-1410;-1227;1410-1227 calBCE (3057±28 BP, SUERC-95020);3057±28 BP;SUERC-95020;Patterson et al. 2021;https://doi.org/10.1038/s41586-021-04287-4;https://www.ebi.ac.uk/ena/browser/view/PRJEB47891;1;;;;0.014002;v1.010
I19857;;United Kingdom;Europe;British Isles;England_MBA;Bronze Age;BAXX;;51.052725;-1.7862875;M;England_MBA;England, Wiltshire, Rowbarrow;J2b1a;R1b1a1b1a1a2a2a;;-1518;-1425;1518-1425 calBCE (3213±28 BP, SUERC-41692);3213±28 BP;SUERC-41692;Patterson et al. 2021;https://doi.org/10.1038/s41586-021-04287-4;https://www.ebi.ac.uk/ena/browser/view/PRJEB47891;1;;;;2.328;v1.010
I19858;;United Kingdom;Europe;British Isles;England_MBA;Bronze Age;BAXX;;51.052725;-1.7862875;M;England_MBA;England, Wiltshire, Rowbarrow;J2b1a;R1b1a1b1a1a2c1;;-1532;-1431;1532-1431 calBCE (3222±28 BP, SUERC-41699);3222±28 BP;SUERC-41699;Patterson et al. 2021;https://doi.org/10.1038/s41586-021-04287-4;https://www.ebi.ac.uk/ena/browser/view/PRJEB47891;1;;;;2.209;v1.010
I19859;;United Kingdom;Europe;British Isles;England_MBA;Bronze Age;BAXX;;51.052725;-1.7862875;M;England_MBA;England, Wiltshire, Rowbarrow;H3;I2a1b2;;-1504;-1403;1504-1403 calBCE (3173±29 BP, SUERC-41695);3173±29 BP;SUERC-41695;Patterson et al. 2021;https://doi.org/10.1038/s41586-021-04287-4;https://www.ebi.ac.uk/ena/browser/view/PRJEB47891;1;;;;2.326;v1.010
I19860;;United Kingdom;Europe;British Isles;England_MBA;Bronze Age;BAXX;;51.052725;-1.7862875;F;England_MBA;England, Wiltshire, Rowbarrow;T2b21;n/a (female);;-1503;-1401;1503-1401 calBCE (3169±28 BP, SUERC-41700);3169±28 BP;SUERC-41700;Patterson et al. 2021;https://doi.org/10.1038/s41586-021-04287-4;https://www.ebi.ac.uk/ena/browser/view/PRJEB47891;1;;;;0.848;v1.010
I19913;;United Kingdom;Europe;British Isles;England_MBA;Bronze Age;BAXX;;51.3603;1.3405;F;England_MBA;England, Kent, East Kent Access Road;J1c2e;n/a (female);;-1408;-1226;1408-1226 calBCE (3055±30 BP, SUERC-40297);3055±30 BP;SUERC-40297;Patterson et al. 2021;https://doi.org/10.1038/s41586-021-04287-4;https://www.ebi.ac.uk/ena/browser/view/PRJEB47891;1;;;;1.75;v1.010
I19915;;United Kingdom;Europe;British Isles;England_MBA;Bronze Age;BAXX;;51.3603;1.3405;F;England_MBA;England, Kent, East Kent Access Road;K1c1;n/a (female);;-1519;-1422;1519-1422 calBCE (3210±30 BP, SUERC-40300);3210±30 BP;SUERC-40300;Patterson et al. 2021;https://doi.org/10.1038/s41586-021-04287-4;https://www.ebi.ac.uk/ena/browser/view/PRJEB47891;1;;;;3.751;v1.010
I2448;;United Kingdom;Europe;British Isles;England_MBA;Bronze Age;BAXX;;51.7977;-1.313464;M;England_MBA;England, Oxfordshire, Yarnton;U8a2;R1b1a1b1a1a2c1b1;;-1500;-1000;1500-1000 BCE;;;Patterson et al. 2021;https://doi.org/10.1038/s41586-021-04287-4;https://www.ebi.ac.uk/ena/browser/view/PRJEB47891;0;;;;0.620683;v1.010
I13716;;United Kingdom;Europe;British Isles;England_MBA_highEEF;Bronze Age;BAXX;;51.3323;0.4784;F;England_MBA_highEEF;England, Kent, Margetts Pit;H11a;n/a (female);;-1391;-1129;1391-1129 calBCE (3019±31 BP, SUERC-49774);3019±31 BP;SUERC-49774;Patterson et al. 2021;https://doi.org/10.1038/s41586-021-04287-4;https://www.ebi.ac.uk/ena/browser/view/PRJEB47891;1;;;;3.465573;v1.010
I13618;;United Kingdom;Europe;British Isles;England_MBA_lc;Bronze Age;BAXX;;51.3323;0.4784;F;England_MBA_lc;England, Kent, Margetts Pit;n/a (<2x);n/a (female);;-1261;-1055;1261-1055 calBCE (2956±28 BP, SUERC-49769);2956±28 BP;SUERC-49769;Patterson et al. 2021;https://doi.org/10.1038/s41586-021-04287-4;https://www.ebi.ac.uk/ena/browser/view/PRJEB47891;1;;;;0.005778;v1.010
I3025;;United Kingdom;Europe;British Isles;England_Mesolithic;Mesolithic;MEXX;;50.468169;-3.503071;F;England_Mesolithic;England, Devon, Torquay, Kent's Cavern;U5a2;n/a (female);;-7476;-7085;7476-7085 calBCE (8270±45 BP, OxA-23812);8270±45 BP;OxA-23812;Brace et al. 2019;https://doi.org/10.1038/s41559-019-0871-9;https://www.ebi.ac.uk/ena/browser/view/PRJEB31249;1;;;;0.077;v1.010
I6745;;United Kingdom;Europe;British Isles;England_Mesolithic;Mesolithic;MEXX;;51.324706;-2.753248;F;England_Mesolithic;England, Somerset, Burrington Combe, Aveline's Hole;U5a2+16294;n/a (female);;-8751;-8433;8751-8433 calBCE (9340±50 BP, OxA-34338);9340±50 BP;OxA-34338;Brace et al. 2019;https://doi.org/10.1038/s41559-019-0871-9;https://www.ebi.ac.uk/ena/browser/view/PRJEB31249;1;;;;0.080039;v1.010
I6767;;United Kingdom;Europe;British Isles;England_Mesolithic;Mesolithic;MEXX;;51.281679;-2.765746;M;England_Mesolithic;England, Somerset, Cheddar, Gough's Cave;U5b1+16189+@16192;I2a1b2;;-8615;-7966;8615-7966 calBCE (9100±100 BP, OxA-814);9100±100 BP;OxA-814;Brace et al. 2019;https://doi.org/10.1038/s41559-019-0871-9;https://www.ebi.ac.uk/ena/browser/view/PRJEB31249;1;;;;2.251405;v1.010
I3025_noUDG.SG;;United Kingdom;Europe;British Isles;England_Mesolithic_noUDG.SG;Mesolithic;MEXX;;50.468169;-3.503071;F;England_Mesolithic_noUDG.SG;England, Devon, Torquay, Kent's Cavern;U5a2;n/a (female);;-7476;-7085;7476-7085 calBCE (8270±45 BP, OxA-23812);8270±45 BP;OxA-23812;Brace et al. 2019;https://doi.org/10.1038/s41559-019-0871-9;https://www.ebi.ac.uk/ena/browser/view/PRJEB31249;1;;;;0.084693;v1.010
I6767_noUDG.SG;;United Kingdom;Europe;British Isles;England_Mesolithic_noUDG.SG;Mesolithic;MEXX;;51.281679;-2.765746;M;England_Mesolithic_noUDG.SG;England, Somerset, Cheddar, Gough's Cave;U5b1;I2a2;;-8615;-7966;8615-7966 calBCE (9100±100 BP, OxA-814);9100±100 BP;OxA-814;Brace et al. 2019;https://doi.org/10.1038/s41559-019-0871-9;https://www.ebi.ac.uk/ena/browser/view/PRJEB31249;1;;;;3.763248;v1.010
I6744;;United Kingdom;Europe;British Isles;England_Mesolithic_o1;Mesolithic;MEXX;;51.324706;-2.753248;M;England_Mesolithic_o1;England, Somerset, Burrington Combe, Aveline's Hole;U5b1+16189+@16192;I2;;-8606;-8300;8606-8300 calBCE (9230±50 BP, OxA-34339);9230±50 BP;OxA-34339;Brace et al. 2019;https://doi.org/10.1038/s41559-019-0871-9;https://www.ebi.ac.uk/ena/browser/view/PRJEB31249;1;;;;0.097284;v1.010
I6767.SG;;United Kingdom;Europe;British Isles;England_Mesolithic.SG;Mesolithic;MEXX;;51.281679;-2.765746;M;England_Mesolithic.SG;England, Somerset, Cheddar, Gough's Cave;U5b1;I2a2;;-8615;-7966;8615-7966 calBCE (9100±100 BP, OxA-814);9100±100 BP;OxA-814;Brace et al. 2019;https://doi.org/10.1038/s41559-019-0871-9;https://www.ebi.ac.uk/ena/browser/view/PRJEB31249;1;;;;3.586936;v1.010
I11146;;United Kingdom;Europe;British Isles;England_MIA;Iron Age;IAXX;;51.176318;-2.796919;M;England_MIA;England, Somerset, Meare Lake Village West;J1c1c;R1b1a1b1a1;;-400;-200;400-200 BCE;;;Patterson et al. 2021;https://doi.org/10.1038/s41586-021-04287-4;https://www.ebi.ac.uk/ena/browser/view/PRJEB47891;0;;;;0.15191;v1.010
I11147;;United Kingdom;Europe;British Isles;England_MIA;Iron Age;IAXX;;51.313891;-2.885217;F;England_MIA;England, Somerset, Christon, Dibbles Farm;U5a1b1e;n/a (female);;-392;-204;392-204 calBCE (2248±30 BP, SUERC-94978);2248±30 BP;SUERC-94978;Patterson et al. 2021;https://doi.org/10.1038/s41586-021-04287-4;https://www.ebi.ac.uk/ena/browser/view/PRJEB47891;1;;;;4.611682;v1.010
I11148;;United Kingdom;Europe;British Isles;England_MIA;Iron Age;IAXX;;51.313891;-2.885217;F;England_MIA;England, Somerset, Christon, Dibbles Farm;U6d1;n/a (female);;-407;-211;407-211 calBCE (2297±30 BP, SUERC-94981);2297±30 BP;SUERC-94981;Patterson et al. 2021;https://doi.org/10.1038/s41586-021-04287-4;https://www.ebi.ac.uk/ena/browser/view/PRJEB47891;1;;;;4.315152;v1.010
I11150;;United Kingdom;Europe;British Isles;England_MIA;Iron Age;IAXX;;52.079115;-0.280974;M;England_MIA;England, Bedfordshire, Broom Quarry;H15a1;R1b1a1b1a1a2c1;;-381;-197;381-197 calBCE (2215±28 BP, SUERC-86441);2215±28 BP;SUERC-86441;Patterson et al. 2021;https://doi.org/10.1038/s41586-021-04287-4;https://www.ebi.ac.uk/ena/browser/view/PRJEB47891;1;;;;4.199268;v1.010
I11151;;United Kingdom;Europe;British Isles;England_MIA;Iron Age;IAXX;;52.079115;-0.280974;M;England_MIA;England, Bedfordshire, Broom Quarry;K1a+195;R1b1a1b1a1a2c1;;-379;-197;379-197 calBCE (2214±27 BP, SUERC-97413);2214±27 BP;SUERC-97413;Patterson et al. 2021;https://doi.org/10.1038/s41586-021-04287-4;https://www.ebi.ac.uk/ena/browser/view/PRJEB47891;1;;;;3.800546;v1.010
I11153;;United Kingdom;Europe;British Isles;England_MIA;Iron Age;IAXX;;52.170279;0.105604;M;England_MIA;England, Cambridgeshire, Trumpington Meadows;H3b;R1b1a1b1a1a2c1a5c2;;-405;-209;405-209 calBCE (2291±29 BP, SUERC-49492);2291±29 BP;SUERC-49492;Patterson et al. 2021;https://doi.org/10.1038/s41586-021-04287-4;https://www.ebi.ac.uk/ena/browser/view/PRJEB47891;1;;;;4.060328;v1.010
I11156;;United Kingdom;Europe;British Isles;England_MIA;Iron Age;IAXX;;52.564022;-0.179454;M;England_MIA;England, Cambridgeshire, Whittlesey, Bradley Fen;J1c3;R1b1a1b1a1a2c1a5;;-382;-200;382-200 calBCE (2223±26 BP, BRAMS-1695);2223±26 BP;BRAMS-1695;Patterson et al. 2021;https://doi.org/10.1038/s41586-021-04287-4;https://www.ebi.ac.uk/ena/browser/view/PRJEB47891;1;;;;4.133305;v1.010
I11997;;United Kingdom;Europe;British Isles;England_MIA;Iron Age;IAXX;;52.564022;-0.179454;M;England_MIA;England, Cambridgeshire, Whittlesey, Bradley Fen;X2b+226;R1b1a1b1a1a2c1b2a1a1a;;-377;-197;377-197 calBCE (2213±26 BP, BRAMS-1691);2213±26 BP;BRAMS-1691;Patterson et al. 2021;https://doi.org/10.1038/s41586-021-04287-4;https://www.ebi.ac.uk/ena/browser/view/PRJEB47891;1;;;;4.209248;v1.010
I12770;;United Kingdom;Europe;British Isles;England_MIA;Iron Age;IAXX;;53.079803;-1.640942;F;England_MIA;England, Derbyshire, Brassington, Carsington Pasture Cave;H3b1b1;n/a (female);;-390;-171;390-171 calBCE (2217±44 BP, UBA-30798);2217±44 BP;UBA-30798;Patterson et al. 2021;https://doi.org/10.1038/s41586-021-04287-4;https://www.ebi.ac.uk/ena/browser/view/PRJEB47891;1;;;;2.611434;v1.010
I12771;;United Kingdom;Europe;British Isles;England_MIA;Iron Age;IAXX;;53.079803;-1.640942;M;England_MIA;England, Derbyshire, Brassington, Carsington Pasture Cave;U5b2a2a;R1b1a1b1a1a2a;;-513;-210;513-210 calBCE (2321±36 BP, UBA-32284);2321±36 BP;UBA-32284;Patterson et al. 2021;https://doi.org/10.1038/s41586-021-04287-4;https://www.ebi.ac.uk/ena/browser/view/PRJEB47891;1;;;;3.215414;v1.010
I12775;;United Kingdom;Europe;British Isles;England_MIA;Iron Age;IAXX;;53.079803;-1.640942;M;England_MIA;England, Derbyshire, Brassington, Carsington Pasture Cave;U5a1b1e;R1b1a1b1a1a2c1a5;;-361;-177;361-177 calBCE (2200±20 BP, PSUAMS-8287);2200±20 BP;PSUAMS-8287;Patterson et al. 2021;https://doi.org/10.1038/s41586-021-04287-4;https://www.ebi.ac.uk/ena/browser/view/PRJEB47891;1;;;;2.94599;v1.010
I12778;;United Kingdom;Europe;British Isles;England_MIA;Iron Age;IAXX;;53.079803;-1.640942;M;England_MIA;England, Derbyshire, Brassington, Carsington Pasture Cave;H4a1a2;R1b1a1b1a1a2c1a5b1a1a;;-381;-203;381-203 calBCE (2230±20 BP, PSUAMS-8289);2230±20 BP;PSUAMS-8289;Patterson et al. 2021;https://doi.org/10.1038/s41586-021-04287-4;https://www.ebi.ac.uk/ena/browser/view/PRJEB47891;1;;;;2.836386;v1.010
I13615;;United Kingdom;Europe;British Isles;England_MIA;Iron Age;IAXX;;51.3603;1.3405;M;England_MIA;England, Kent, East Kent Access Road;H1c;R1b1a1b1a1a2c1;;-400;-200;400-200 BCE;;;Patterson et al. 2021;https://doi.org/10.1038/s41586-021-04287-4;https://www.ebi.ac.uk/ena/browser/view/PRJEB47891;0;;;;1.709382;v1.010
I13680;;United Kingdom;Europe;British Isles;England_MIA;Iron Age;IAXX;;50.949985;-2.735842;M;England_MIA;England, Somerset, Ham Hill;U5a2a1;R1b1a1b1a1a2c1a1k;;-366;-176;366-176 calBCE (2203±26 BP, SUERC-73822);2203±26 BP;SUERC-73822;Patterson et al. 2021;https://doi.org/10.1038/s41586-021-04287-4;https://www.ebi.ac.uk/ena/browser/view/PRJEB47891;1;;;;0.513842;v1.010
I13685;;United Kingdom;Europe;British Isles;England_MIA;Iron Age;IAXX;;51.313891;-2.885217;F;England_MIA;England, Somerset, Christon, Dibbles Farm;U5a1b1e;n/a (female);;-400;-208;400-208 calBCE (2276±30 BP, SUERC-94980);2276±30 BP;SUERC-94980;Patterson et al. 2021;https://doi.org/10.1038/s41586-021-04287-4;https://www.ebi.ac.uk/ena/browser/view/PRJEB47891;1;;;;1.383824;v1.010
I13687;;United Kingdom;Europe;British Isles;England_MIA;Iron Age;IAXX;;52.170279;0.105604;F;England_MIA;England, Cambridgeshire, Trumpington Meadows;W1c;n/a (female);;-368;-173;368-173 calBCE (2200±30 BP, SUERC-49491);2200±30 BP;SUERC-49491;Patterson et al. 2021;https://doi.org/10.1038/s41586-021-04287-4;https://www.ebi.ac.uk/ena/browser/view/PRJEB47891;1;;;;2.322132;v1.010
I13717;;United Kingdom;Europe;British Isles;England_MIA;Iron Age;IAXX;;51.15;-1.36;F;England_MIA;England, Hampshire, Barton-Stacey Pipeline;U5a1a1;n/a (female);;-398;-208;398-208 calBCE (2270±30 BP, SUERC-26240);2270±30 BP;SUERC-26240;Patterson et al. 2021;https://doi.org/10.1038/s41586-021-04287-4;https://www.ebi.ac.uk/ena/browser/view/PRJEB47891;1;;;;4.390769;v1.010
I13727;;United Kingdom;Europe;British Isles;England_MIA;Iron Age;IAXX;;52.170279;0.105604;F;England_MIA;England, Cambridgeshire, Trumpington Meadows;T1a1;n/a (female);;-389;-208;389-208 calBCE (2249±20 BP, SUERC-41926);2249±20 BP;SUERC-41926;Patterson et al. 2021;https://doi.org/10.1038/s41586-021-04287-4;https://www.ebi.ac.uk/ena/browser/view/PRJEB47891;1;;;;4.27692;v1.010
