id,title,isPartOf,publicationYear,doi,docType,docSubType,provider,collection,datePublished,issueNumber,volumeNumber,url,creator,publisher,language,pageStart,pageEnd,placeOfPublication,keyphrase,wordCount,pageCount,outputFormat
ark://27927/phzjtb480mz,"Mitochondrial Genome of an 8,400-Year-Old Individual from Northern China Reveals a Novel Subclade under C5d",Human Biology,2019,,article,,portico,,2019-01-01,1,91,,Xiyan Wu; Chao Ning; Shizhu Gao; Xuan Yang; Fan Zhang; Tianjiao Li; Linyuan Fan; Tao Li; Dawei Cai; Qingchuan Bao; Yinqiu Cui; Sihao Wu,Project MUSE,eng,21,30,,haplogroup; mitochondrial; mitochondrial genome; hdy individual; mitochondrial dna; haplogroup c5d; populations; hum genet; mongolia autonomous; siberia,5328,10,unigram; bigram; trigram
ark://27927/pjbhpvv755b,"The identification of high-performing antibodies for TDP-43 for use in Western Blot, immunoprecipitation and immunofluorescence",F1000 Research,2023,10.12688/f1000research.131852.1,article,data-note,portico,,2023-01-01,null,12,http://doi.org/10.12688/f1000research.131852.1,Riham Ayoubi; ABIF Consortium; Donovan Worrall; NeuroSGC/YCharOS/EDDU collaborative group; Peter S. McPherson; Carl Laflamme; Maryam Fotouhi; Kathleen Southern,F1000 Research,eng,,,,antibody; cat number; antibody screening; last updated; fisher scientific; scientific cat; blot immunoprecipitation; immunoprecipitation; thermo fisher scientific; fisher scientific cat,7531,13,unigram; bigram; trigram
http://www.jstor.org/stable/26545430,Molecular archaeoparasitology identifies cultural changes in the Medieval Hanseatic trading centre of Lübeck,Proceedings: Biological Sciences,2018,,article,research-article,jstor,,2018-10-10,1888,285,http://www.jstor.org/stable/26545430,Patrik G. Flammer; Simon Dellicour; Stephen G. Preston; Dirk Rieger; Sylvia Warren; Cedric K. W. Tan; Rebecca Nicholson; Renáta Přichystalová; Niels Bleicher; Joachim Wahl; Nuno R. Faria; Oliver G. Pybus; Mark Pollard; Adrian L. Smith,Royal Society,eng,1,10,,trichuris; taenia spp; ascaris; sequences; parasite; trichuris spp; samples; freshwater fish; rspbroyalsocietypublishingorg proc; saginata,8694,10,unigrams; bigrams; trigrams
ark://27927/pjbcdhnpcpr,"Losing my religion: Luther, and the so‐called new perspective on Paul vis‐à‐vis feminist interpretations of Paul",Dialog,2022,10.1111/dial.12759,article,article,portico,,2022-12-01,4,61,http://doi.org/10.1111/dial.12759,Else Marie Wiberg Pedersen,"John Wiley & Sons, Inc.",eng,312,318,,luther; theology; new testament; perspective; new perspective; scholars; lutheran; pedersen; feminist; engberg pedersen,6470,7,unigram; bigram; trigram
ark://27927/pjbgj5bxm7z,One Plague for Another? Interdisciplinary Shortcomings in Plague Studies and the Place of the Black Death in Histories of the Justinianic Plague,Studies in Late Antiquity,2022,10.1525/sla.2022.6.4.575,article,essay,portico,,2022-01-01,4,6,http://doi.org/10.1525/sla.2022.6.4.575,Timothy P. Newfield,University of California Press,eng,575,626,,plague; yersinia pestis; pandemic; black death; first pandemic; justinianic plague; pandemic plague; bubonic plague; late antiquity; antique,37975,52,unigram; bigram; trigram
http://www.jstor.org/stable/26599902,"Middle Holocene Taphonomy and Paleozoology at the Prairie-Forest Border, the Itasca Bison Site, MN",Midcontinental Journal of Archaeology,2014,,article,research-article,jstor,,2014-09-01,3,39,http://www.jstor.org/stable/26599902,Chris Widga,"Taylor & Francis, Ltd.",eng,251,279,,itasca; itasca bison; middle holocene; holocene taphonomy; bison site; itasca bison site; prairie forest; forest border; middle holocene taphonomy; itasca assemblage,9411,29,unigrams; bigrams; trigrams
ark://27927/phzbq88xdkj,Infectious diseases and Neolithic transformations: Evaluating biological and archaeological proxies in the German loess zone between 5500 and 2500 BCE,The Holocene,2019,10.1177/0959683619857230,article,,portico,,2019-10-01,10,29,http://doi.org/10.1177/0959683619857230,Wiebke Kirleis; Almut Nebel; Ben Krause-Kyora; Katharina Fuchs; Alexander Immel; Johannes Müller; Clara Drummer; Christoph Rinne,SAGE Publications,eng,1545,1557,,neolithic; infectious diseases; burials; late neolithic; early neolithic; skeletal; epidemic; archaeological; tuberculosis; final neolithic,11120,13,unigram; bigram; trigram
http://www.jstor.org/stable/30224510,Phylogeography of Microtus longicaudus in the Tectonically and Glacially Dynamic Central Rocky Mountains,Journal of Mammalogy,2009,,article,research-article,jstor,,2009-06-01,3,90,http://www.jstor.org/stable/30224510,P. A. Spaeth; M. van Tuinen; Y. L. Chan; D. Terca; E. A. Hadly,American Society of Mammalogists,eng,571,584,,microtus longicaudus; rocky mountains; genetic; genetic diversity; tailed voles; conroy; ancient; specimens; phylogeography; species,10652,14,unigrams; bigrams; trigrams
ark://27927/pgj1636z1tf,"A New Pablik: Abdul Halim Sharar, volunteerism, and the Anjuman-e Dar-us-Salam in late nineteenth-century India",Modern Asian Studies,2014,10.1017/S0026749X14000432,article,research-article,portico,,2015-04-21,4,49,http://doi.org/10.1017/S0026749X14000432,C. RYAN PERKINS,Cambridge University Press,eng,1049,1090,,muslims; muhammadan national; muhammadan; dil gudāz; public; voluntary associations; lucknow; national volunteer; muhammadan national volunteer; halim sharar,18031,42,unigram; bigram; trigram
http://www.jstor.org/stable/24626054,DNA TYPING OF ANCIENT PARASITE EGGS FROM ENVIRONMENTAL SAMPLES IDENTIFIES HUMAN AND ANIMAL WORM INFECTIONS IN VIKING-AGE SETTLEMENT,The Journal of Parasitology,2015,,article,research-article,jstor,,2015-02-01,1,101,http://www.jstor.org/stable/24626054,Martin Jensen Søe; Peter Nejsum; Brian Lund Fredensborg; Christian Moliin Outzen Kapel,The American Society of Parasitologists,eng,57,63,,ascaris; trichuris; fasciola; lumbricoides; sequence homology; samples; adna analysis; parasite eggs; ancient dna; sequences,5660,7,unigrams; bigrams; trigrams
http://www.jstor.org/stable/41827467,ABOUT A BOY: EXCAVATIONS AT MONEEN CAVE IN THE BURREN,Archaeology Ireland,2013,,article,research-article,jstor,,2013-04-01,1,27,http://www.jstor.org/stable/41827467,Marion Dowd,Wordwell Ltd.,eng,9,12,,bronze age; moneen cave; antler hammerhead; cavers; terry casserly; archaeology ireland; thorsten kahlert; upright boulder; late bronze; archaeological,2489,4,unigrams; bigrams; trigrams
ark://27927/pjb8g1q3gk8,"Comorbidities, Associated Diseases, and Risk Assessment in COVID-19—A Systematic Review",International journal of Clinical Practice,2022,10.1155/2022/1571826,article,null,portico,,2022-01-01,null,2022,http://doi.org/10.1155/2022/1571826,Alexa Florina Bungau; Simona Gabriela Bungau; Shamim Ahmad Khan; Ioana Romanul; Aurelia Cristina Nechifor; Alexandra Georgiana Tarce; Cosmin Mihai Vesa; Laura Endres; Xianwei Zeng; Mihaela Alexandra Bogdan; Andreea Fitero; Andrei-Flavius Radu; Delia Mirela Tit; Nicoleta Negrut,Hindawi,eng,,,,novel coronavirus; patients; infection; infected patients; viral infection; inflammatory; diabetes; cytokine storm; respiratory; pulmonary,27398,24,unigram; bigram; trigram
ark://27927/phxx4mk8pd,Introduction to a Virtual Issue on plant senescence,New Phytologist,2016,10.1111/nph.14248,article,editorial,portico,,2016-11-01,3,212,http://doi.org/10.1111/nph.14248,Helen Ougham; Howard Thomas,"John Wiley & Sons, Inc.",eng,531,536,,senescence; new phytologist; nitrogen; autophagy; phytologist trustwwwnewphytologistcom; nitrogen remobilization; plants; species; ageing; chlorophyll,4677,6,unigram; bigram; trigram
ark://27927/phx7bxhwgc8,A Case of Ectopic Paragonimiasis in a 17th Century Korean Mummy,Journal of Parasitology,2017,10.1645/16-63,article,,portico,,2017-08-01,4,103,http://doi.org/10.1645/16-63,"D. H.Shin,Y.-S.Kim,D. S.Yoo,M. J.Kim,C. S.Oh,J. H.Hong,E.Lee,J. Y.Chai,M.Seo",BioOne,eng,399,403,,parasitology; korean; south korea; mummies; korean mummy; liver mass; hepatic paragonimiasis; dankook university; inner trabecular; ancient,2949,5,unigram; bigram; trigram
ark://27927/pjbmk74d702,Uncovering the Holocene roots of contemporary disease-scapes: bringing archaeology into One Health,Proceedings of the Royal Society B,2023,10.1098/rspb.2023.0525,article,review-article,portico,,2023-12-06,2012,290,http://doi.org/10.1098/rspb.2023.0525,Courtney A. Hofman; Robin R. Singleton; Sabrina B. Sholts; Kristen M. Rayfield; Alexis M. Mychajliw,The Royal Society,eng,,,,zoonotic; rspb procrsocb; disease; disease scapes; archaeological; niche construction; animal; epidemiological transition; health; pathogen,12919,11,unigram; bigram; trigram
ark://27927/pgg1rwk5rw6,AAPA Presentation Schedule,American Journal of Physical Anthropology,2013,10.1002/ajpa.22245,article,,portico,,2013-01-01,Supplement 56,150,http://doi.org/10.1002/ajpa.22245,,"John Wiley & Sons, Inc.",eng,9,52,,poster; primates; geometric morphometrics; numbered poster; anthropology; physical anthropology; biological anthropology; kinda baboon; poster take; morphology,26083,44,unigram; bigram; trigram
ark://27927/pgg21m0snch,Antidepressant use during pregnancy and serotonin transporter genotype (SLC6A4) Affect newborn serum reelin levels,Developmental Psychobiology,2013,10.1002/dev.21056,article,,portico,,2013-07-01,5,55,http://doi.org/10.1002/dev.21056,A.M. Devlin; T.F. Oberlander; S. Brummelte; L.A.M. Galea,"John Wiley & Sons, Inc.",eng,518,529,,reelin; reelin levels; serotonin transporter; maternal; sri exposure; nonexposed; sri exposed; neonatal; umbilical cord; developmental psychobiology,8505,12,unigram; bigram; trigram
ark://27927/pgk28pb8341,Tobacco chloroplast ribosomes contain a homologue of E. coli ribosomal protein L28,Febs Letters,1992,10.1016/0014-5793(92)81287-V,article,,portico,,1992-08-24,3,308,http://doi.org/10.1016/0014-5793(92)81287-V,Fumiaki Yokoi; Masahiro Sugiura,"John Wiley & Sons, Inc.",eng,258,260,,chloroplast; protein; ribosomal protein; chloroplast ribosomal; tobacco chloroplast; kda protein; chloroplast dna; chloroplast ribosomal protein; mature protein; atg codon,2117,3,unigram; bigram; trigram
http://www.jstor.org/stable/26483223,African genomes illuminate the early history and transition to selfing in <em>Arabidopsis thaliana</em>,Proceedings of the National Academy of Sciences of the United States of America,2017,,article,research-article,jstor,,2017-05-16,20,114,http://www.jstor.org/stable/26483223,Arun Durvasula; Andrea Fulgione; Rafal M. Gutaker; Selen Irez Alacakaptan; Pádraic J. Flood; Célia Neto; Takashi Tsuchimatsu; Hernán A. Burbano; F. Xavier Picó; Carlos Alonso-Blanco; Angela M. Hancock,National Academy of Sciences,eng,5213,5218,,thaliana; arabidopsis thaliana; selfing; africa; samples; eurasian; genome; relicts; herbarium samples; mpi shore,16030,6,unigrams; bigrams; trigrams
http://www.jstor.org/stable/25427924,The Shifting Baseline of Northern Fur Seal Ecology in the Northeast Pacific Ocean,Proceedings of the National Academy of Sciences of the United States of America,2007,,article,research-article,jstor,,2007-06-05,23,104,http://www.jstor.org/stable/25427924,Seth D. Newsome; Michael A. Etnier; Diane Gifford-Gonzalez; Donald L. Phillips; Marcel van Tuinen; Elizabeth A. Hadly; Daniel P. Costa; Douglas J. Kennett; Tom P. Guilderson; Paul L. Koch,National Academy of Sciences,eng,9709,9714,,pribilof islands; modern nfs; bering sea; breeding colonies; archaeological; aleutian islands; modern pribilof; prehistoric; wwwpnasorg cgi; archaeological sites,6296,6,unigrams; bigrams; trigrams
ark://27927/pjb1wcsq5hc,"Exceptional ancient DNA preservation and fibre remains of a Sasanian saltmine sheep mummy in Chehrābād, Iran",Biology Letters,2021,10.1098/rsbl.2021.0222,article,research-article,portico,,2021-07-14,7,17,http://doi.org/10.1098/rsbl.2021.0222,,The Royal Society,eng,,,,electronic supplementary; supplementary material; ancient dna; breeds; electronic supplementary material; sasanian; sheep mummy; dna preservation; deamination; woolly,7652,7,unigram; bigram; trigram
ark://27927/pgk1p2cccjf,"Craniometric Variation in the Aleutians: Integrating Morphological, Molecular, Spatial, and Temporal Data",Human Biology,2010,,article,Article,portico,,2010-01-01,5-6,82,,Erica. Bubniak-Jones; Stephen D. Ousley,Project MUSE,eng,629,651,,aleuts; hrdlicka; paleo aleuts; neo aleuts; aleutian islands; cranial; cephalic index; laughlin; aleutians; haplogroup,8484,23,unigram; bigram; trigram
ark://27927/pgf8w8qt14,A légúti óriássejtes vírus A és B típusának molekuláris kimutatása és epidemiológiája gyermekkori légúti fertőzésekben,Orvosi Hetilap,2009,10.1556/OH.2009.28473,article,Original,portico,,2009-01-01,3,150,http://doi.org/10.1556/OH.2009.28473,Gyöngyi Székely; Hajnalka Szabó; Gábor Reuter; Péter Pankovics; Kálmán Gyurkovits,Akademiai Kiado Zrt.,eng,121,127,,respiratory syncytial; syncytial virus; respiratory syncytial virus; dél afrika; pcr módszerrel; éven aluli; módszerrel; infect dis; respiratory infections; száma százalék,6109,7,unigram; bigram; trigram
ark://27927/pgk2d6sv4m1,Aquatic biodiversity assessment for the lazy,Molecular Ecology,2016,10.1111/mec.13535,article,,portico,,2016-02-01,4,25,http://doi.org/10.1111/mec.13535,Sébastien Calvignac‐Spencer; Constanze Hoffmann; Grit Schubert,"John Wiley & Sons, Inc.",eng,846,848,,edna metabarcoding; environmental dna; molecular ecology; biodiversity; aquatic biodiversity; detection probability; species; traditional surveys; valentini; aquatic ecosystems,1539,3,unigram; bigram; trigram
ark://27927/pgk28pb83sh,Protein engineering of Drosophila alcohol dehydrogenase The hydroxyl group of Tyr152 is involved in the active site of the enzyme,Febs Letters,1992,10.1016/0014-5793(92)81282-Q,article,,portico,,1992-08-24,3,308,http://doi.org/10.1016/0014-5793(92)81282-Q,Silvia Atrian; Ricard Albalat Gonzålez-Duarte,"John Wiley & Sons, Inc.",eng,235,239,,pvt adh; adh activity; protein; plasmid; biochcm; adh phc; catalytic; plasmid pvt; fplc columns; pcr wcrc,3304,5,unigram; bigram; trigram
ark://27927/phx2bwjhqxq,"Exploring imperial expansion using an isotopic analysis of paleodietary and paleomobility indicators in Chachapoyas, Peru",American Journal of Physical Anthropology,2017,10.1002/ajpa.23085,article,,portico,,2017-01-01,1,162,http://doi.org/10.1002/ajpa.23085,J. Marla Toyne; Jose Luis Coronado Tello; Ricardo Morales Gamarra; Warren B. Church,"John Wiley & Sons, Inc.",eng,51,72,,mortuary; dietary; isotopic; skeletal; chullpa; los pinchudos; collagen; dentine collagen; mobility; imperial,20415,22,unigram; bigram; trigram
ark://27927/pjbgj7c7r2w,Oral Presentations,European Journal of Neurology,2023,10.1111/ene.15948,article,abstract,portico,,2023-06-01,S1,30,http://doi.org/10.1111/ene.15948,,"John Wiley & Sons, Inc.",eng,43,119,,sanofi genzyme; neurology; patients; san raffaele; multiple sclerosis; merck serono; oral presentations; milan italy; irccs san; university,54732,77,unigram; bigram; trigram
ark://27927/pgj1wnhd27,Nuclear proteins that bind to metal response element a (MREa) in the Wilson disease gene promoter are Ku autoantigens and the Ku‐80 subunit is necessary for basal transcription of the WD gene,European Journal of Biochemistry,2002,10.1046/j.1432-1033.2002.02865.x,article,,portico,,2002-04-01,8,269,http://doi.org/10.1046/j.1432-1033.2002.02865.x,Seung Hee Yoo; Won Jun Oh; Eun Kyung Kim; Ook‐Joon Yoo; Jung Ho Ko; Si Houn Hahn,"John Wiley & Sons, Inc.",eng,2151,2161,,proteins; mrea binding; promoter; promoter activity; transfected; gene promoter; binding proteins; transcription; nuclear extracts; mrea protein,8845,11,unigram; bigram; trigram
http://www.jstor.org/stable/90009052,Next-generation paleornithology,The Auk,2015,,article,research-article,jstor,,2015-04-01,2,132,http://www.jstor.org/stable/90009052,Jamie R. Wood; Vanesa L. De Pietri,American Ornithological Society,eng,486,506,,fossil; extinct; auk ornithological; species; ornithologists union; ornithological advances; american ornithologists; proxies; fossil birds; living birds,17225,21,unigrams; bigrams; trigrams
ark://27927/pgf145rs80q,‘Order from disorder sprung’: recognition and regulation in the immune system,Philosophical Transactions A,2003,10.1098/rsta.2003.1196,article,research-article,portico,,2003-05-02,1807,361,http://doi.org/10.1098/rsta.2003.1196,J. Skår; Tak W. Mak; P. V. Coveney,The Royal Society,eng,1235,1250,,immune; pathogen; signalling; ector cells; immune response; activation; cell activation; innate immune; cytokines; phil trans,7866,16,unigram; bigram; trigram
ark://27927/phw6gdf8mb,Investigation of Ancient DNA from Western Siberia and the Sargat Culture,Human Biology,2010,,article,article,portico,,2010-07-29,2,82,,Casey C. Bennett; Frederika A. Kaestle,Project MUSE,eng,143,156,,haplogroup; samples; kaestle; kurgan burial; populations; ancient dna; hum genet; mitochondrial dna; amplification; bennett and kaestle,6627,14,unigram; bigram; trigram
ark://27927/pjbgsdhbzv,UNIT 27.6 Transcriptome‐wide Identification of RNA‐binding Protein Binding Sites Using Photoactivatable‐Ribonucleoside‐Enhanced Crosslinking Immunoprecipitation (PAR‐CLIP),Current Protocols in Molecular Biology,2017,10.1002/cpmb.35,article,cpUnit,portico,,2017-04-03,null,118,http://doi.org/10.1002/cpmb.35,Henrike Maatz; Marcin Kolinski; Norbert Hubner; Markus Landthaler,"John Wiley & Sons, Inc.",eng,27.6.1,27.6.19,,par clip; ligated; buffer; molecular biology; adapter ligation; size markers; protein; binding sites; current protocols; ligated rna,11041,19,unigram; bigram; trigram
http://www.jstor.org/stable/41830426,Front Matter,Proceedings of the National Academy of Sciences of the United States of America,2012,,article,misc,jstor,,2012-12-04,49,109,http://www.jstor.org/stable/41830426,,National Academy of Sciences,eng,,,,wwwpnasorg; sciences; biology; younger dryas; ardenne neir; lecuyer giovanna; neir eshel; wwwpnasorg misc; johanna chiche; luka agatha,4506,10,unigrams; bigrams; trigrams
ark://27927/phz5dfvx89m,Metabarcoding of modern soil DNA gives a highly local vegetation signal in Svalbard tundra,The Holocene,2018,10.1177/0959683618798095,article,,portico,,2018-12-01,12,28,http://doi.org/10.1177/0959683618798095,Inger Greve Alsos; Heather A Binney; Nigel Yoccoz; Ludovic Gielly; Pierre Taberlet; Andreas Tribsch; Henrik von Stedingk; Eric Coissac; James Haile; Mary E Edwards; Tomasz Goslar; Catherine T Langdon,SAGE Publications,eng,2006,2016,,vegetation; pollen; samples; svalbard; willerslev; species; soil samples; cassiope tetragona; macrofossils; radiocarbon,9007,11,unigram; bigram; trigram
ark://27927/pjb5fdp1r4z,CRISPR/Cas9 in cancer: An attempt to the present trends and future prospects,Biotechnology and Applied Biochemistry,2022,10.1002/bab.2200,article,reviewArticle,portico,,2022-06-01,3,69,http://doi.org/10.1002/bab.2200,Tejaswi Jasti; Prameela Kandra; Venkata Subrahmanya Anirudh Kaligotla,"John Wiley & Sons, Inc.",eng,1238,1251,,crispr; crispr cas9; editing; genome editing; cancer; nuclease; delivery; target; mutations; lipid nanoparticles,8909,14,unigram; bigram; trigram
ark://27927/pjbn3jnjv1b,Issue Matter,Teologisk Tidsskrift,2017,,article,null,portico,,2017-12-12,4,6,,,Universitetsforlaget / Scandinavian University Press,eng,,,,pharaoh; deuteronomy; israelites; license http; creative commons; tidsskrift årgang; israel; conquest; violence; conquest narratives,44291,72,unigram; bigram; trigram
ark://27927/phz8bdm82x0,Zooarchaeology in Oceania: An overview,Archaeology in Oceania,2016,10.1002/arco.5089,article,,portico,,2016-04-01,1,51,http://doi.org/10.1002/arco.5089,PAM J. CRABTREE; Issue Editor: Pam Crabtree,"John Wiley & Sons, Inc.",eng,1,6,,oceania; zooarchaeology; pleistocene; extinctions; archaeology; pacific; archaeological science; faunal; oceania publications; pleistocene overkill,5081,6,unigram; bigram; trigram
ark://27927/pgfv39zt8f,cAMP-dependent protein kinase from Plasmodium falciparum: an update,Parasitology,2010,10.1017/S003118201000096X,article,review-article,portico,,2010-07-21,1,138,http://doi.org/10.1017/S003118201000096X,NATHALIE WURTZ; JEROME DESPLANS; CHARLES CHAPUS; DANIEL PARZY,Cambridge University Press,eng,1,25,,pfpkac; falciparum; parasite; regulatory subunit; protein; plasmodium falciparum; kinase; sporozoites; falciparum pka; camp pathway,16245,25,unigram; bigram; trigram
ark://27927/pgk1p2ccc15,Alaska Peninsula Stable Isotope and Radioisotope Chemistry: A Study in Temporal and Adaptive Diversity,Human Biology,2010,,article,Article,portico,,2010-01-01,5-6,82,,Joan Brenner. Coltrain,Project MUSE,eng,613,627,,port moller; brooks river; mink island; isotope; alaska peninsula; marine; archaeol sci; burials; bone collagen; collagen,7025,16,unigram; bigram; trigram
ark://27927/pjbdcnx26jg,Simulation of DNA damage using Geant4‐DNA: an overview of the “molecularDNA” example application,Precision Radiation Oncology,2023,10.1002/pro6.1186,article,article,portico,,2023-03-01,1,7,http://doi.org/10.1002/pro6.1186,Nathanael Lampe; Konstantinos P. Chatzipapas; Milos Dordevic; Sara Zein; Jeremy M. C. Brown; Ioanna Kyriakou; Susanna Guatelli; Wook‐Geun Shin; Sébastien Incerti; Sara Zivkovic; Dousatsu Sakata; Ivan Petrovic; Ngoc Hoang Tran; Dimitris Emfietzoglou; Aleksandra Ristic‐Fira,"John Wiley & Sons, Inc.",eng,4,14,,damage; geant4 dna; simulation; radiation; irt sync; repair; strand break; human cell; radiat biol; sakata,10990,11,unigram; bigram; trigram
ark://27927/phz9q9wq4zq,Extraction of DNA from Skeletonized Postcranial Remains: A Discussion of Protocols and Testing Modalities,Journal of Forensic Sciences,2019,10.1111/1556-4029.14050,article,,portico,,2019-09-01,5,64,http://doi.org/10.1111/1556-4029.14050,Suni M. Edson M.S.,"John Wiley & Sons, Inc.",eng,1312,1323,,extraction protocol; sanger sequencing; mitochondrial dna; dna testing; samples; skeletal; success avg; success; forensic; tested,10040,12,unigram; bigram; trigram
ark://27927/pc015r52jn,A DNA-Templated Aldol Reaction as a Model for the Formation of Pentose Sugars in the RNA World,Angewandte Chemie International Edition,2005,10.1002/anie.200503387,article,,portico,,2005-11-25,46,44,http://doi.org/10.1002/anie.200503387,Gerald F. Joyce; Michael Oberhuber,"John Wiley & Sons, Inc.",eng,7580,7583,,aldol reaction; dna templated; templated aldol; templated aldol reaction; glyceraldehyde; dna templated aldol; cross aldol; glyceraldehyde synthon; chem int; ribose,2539,4,unigram; bigram; trigram
ark://27927/pgk26wfpprm,Identifications of ancient Egyptian royal mummies from the 18th Dynasty reconsidered,American Journal of Physical Anthropology,2016,10.1002/ajpa.22909,article,,portico,,2016-01-01,Supplement 61,159,http://doi.org/10.1002/ajpa.22909,A.S. Bouwman; M.E. Habicht; F.J. Rühli,"John Wiley & Sons, Inc.",eng,S216,S231,,amenhotep; mummies; tutankhamun; habicht; royal mummies; gabolde; nefertiti; coffin; mus cairo; wente and harris,16138,16,unigram; bigram; trigram
ark://27927/phz9pbqksvr,Personalisierte Medizin beim Prostatakarzinom,Aktuelle Urologie,2019,10.1055/a-0972-0824,article,scientific,portico,,2019-09-01,5,50,http://doi.org/10.1055/a-0972-0824,David Pfister; Tim Nestler; Pia Paffenholz; Friederike Haidl; Axel Heidenreich,Thieme Publishing Group,deu,509,512,,prostate cancer; patienten; resistant prostate; abiraterone; prostatakarzinom; castration resistant prostate; werden; therapie; resistant prostate cancer; metastatic castration,3538,4,unigram; bigram; trigram
ark://27927/phzntthkgm9,"Biological anthropology's critical engagement with genomics, evolution, race/racism, and ourselves: Opportunities and challenges to making a difference in the academy and the world",American Journal of Physical Anthropology,2021,10.1002/ajpa.24162,article,article,portico,,2021-06-01,2,175,http://doi.org/10.1002/ajpa.24162,Agustín Fuentes; Issue Editor: Jennifer A Raff; Issue Editor: Connie J Mulligan,"John Wiley & Sons, Inc.",eng,326,338,,biological anthropology; biological anthropologists; evolutionary; anthropologists; fuentes; evolutionary theory; processes; racism; laland; uller laland,16305,13,unigram; bigram; trigram
ark://27927/pgj2n15g3md,"Examining the uncertain origin and management role of martens on Prince of Wales Island, Alaska",Conservation Biology,2015,10.1111/cobi.12491,article,,portico,,2015-10-01,5,29,http://doi.org/10.1111/cobi.12491,Paula L. Perrig; Sean M. Sultaire; John W. Pokallus; Wynne E. Moss; Philip J. Manlick; Timothy H. Heaton; Jonathan N. Pauli; Jorge E. Mendoza; Emily D. Fountain; Rebecca Kirby,"John Wiley & Sons, Inc.",eng,1257,1267,,martens; holocene; marten martes; species; colonization; behm canal; alaska; martes americana; conservation biology; conservation,8245,11,unigram; bigram; trigram
http://www.jstor.org/stable/24809273,Techniques for the Analysis of Protein-Protein Interactions in Vivo,Plant Physiology,2016,,article,research-article,jstor,,2016-06-01,2,171,http://www.jstor.org/stable/24809273,Shuping Xing; Niklas Wallmeroth; Kenneth W. Berendzen; Christopher Grefen,American Society of Plant Biologists (ASPB),eng,727,758,,protein; yeast two; split ubiquitin; hybrid; wwwplantphysiolorg; yeast two hybrid; ppi techniques; interaction; interactome; plant biologists,28180,32,unigrams; bigrams; trigrams
ark://27927/pjbdj2ng6rv,SINE QUA NON: INFERRING KODJADERMEN-GUMELNIȚA-KARANOVO VI POPULATION DYNAMICS FROM AGGREGATED PROBABILITY DISTRIBUTIONS OF RADIOCARBON DATES,Radiocarbon,2023,10.1017/RDC.2023.6,article,research-article,portico,,2023-04-01,2,65,http://doi.org/10.1017/RDC.2023.6,Constantin Haită; Laurent Carozza; Valentin Radu; Cătălin Lazăr; Gabriel M Popescu; Ionela Opriș; Adrian Bălășescu; Tiberiu Sava; C Michael Barton; Cristina Covătaru,Cambridge University Press,eng,463,484,,radiocarbon; radiocarbon dates; danube; archaeological; empirical spd; permutation test; growth; spatial permutation; neolithic; regional,12480,22,unigram; bigram; trigram
ark://27927/phx83t10dh2,Az Orvosi Hetilap 2006 februári lapszámai,Orvosi Hetilap,2006,10.1556/650.2006.02.05,article,collection,portico,,2006-01-01,5-8,147,http://doi.org/10.1556/650.2006.02.05,,Akademiai Kiado Zrt.,hun,193,384,,psychosis; sclerosis tuberosa; pancreas; endocrine; tuberous sclerosis; lindau; endocrine pancreas; endocrinol metab; elmúlt; vip oma,185742,210,unigram; bigram; trigram
http://www.jstor.org/stable/45236785,A brit felsőktatás reformjai és a Londoni Egyetem,Aula,1993,,article,research-article,jstor,,1993-01-01,1,15,http://www.jstor.org/stable/45236785,HRUBOS ILDIKÓ,Akadémiai Kiadó,hun,114,123,,oktatás; londoni; londoni egyetem; felsóoktatás; lényegében; meg hogy; egyetemi oktatás; számára; diploma; brit felsóoktatás,4224,10,unigrams; bigrams; trigrams
http://www.jstor.org/stable/26544943,Ancient DNA reveals the chronology of walrus ivory trade from Norse Greenland,Proceedings: Biological Sciences,2018,,article,research-article,jstor,,2018-08-15,1884,285,http://www.jstor.org/stable/26544943,Bastiaan Star; James H. Barrett; Agata T. Gondek; Sanne Boessenkool,Royal Society,eng,1,9,,walrus; greenland; norse greenland; atlantic walrus; walrus ivory; eastern clade; walruses; electronic supplementary; supplementary material; specimens,8199,9,unigrams; bigrams; trigrams
http://www.jstor.org/stable/26403622,Assessing the trophic ecology of top predators across a recolonisation frontier using DNA metabarcoding of diets,Marine Ecology Progress Series,2017,,article,research-article,jstor,,2017-06-21,,573,http://www.jstor.org/stable/26403622,Natasha Hardy; Tina Berry; Brendan P. Kelaher; Simon D. Goldsworthy; Michael Bunce; Melinda A. Coleman; Bronwyn M. Gillanders; Sean D. Connell; Michelle Blewitt; Will Figueira,Inter-Research Science Center,eng,237,254,,predator; pelagic; trophic; species; fur seals; jervis bay; prey taxa; seal species; demersal; samples,14806,18,unigrams; bigrams; trigrams
ark://27927/pjbkdcd80g7,Abstracts of the Annual Meeting of the Hungarian Society for Microbiology and the XV. Fermentation Colloquium,Acta Microbiologica et Immunologica Hungarica,2023,10.1556/030.70.2023.001,article,abstract,portico,,2023-06-27,Supplement 1,70,http://doi.org/10.1556/030.70.2023.001,,Akademiai Kiado Zrt.,eng,3,50,,szeged; acta microbiologica; posaconazole; strains; hungary; debrecen; fungal; debrecen hungary; microbiology faculty; szeged hungary,48672,50,unigram; bigram; trigram
