"identifier","alternative_identifiers","country","continent","region","culture","epoch","group","comment","latitude","longitude","sex","site","site_detail","mt_hg","ychr_hg","year_from","year_to","date_detail","bp","c14_lab_code","reference_name","reference_link","data_link","c14_sample_tag","c14_layer_tag","ychr_snps","avg_coverage","sequence_source","mitopatho_alleles","mitopatho_positions","mitopatho_locus","mitopatho_diseases","mitopatho_statuses","mitopatho_homoplasms","mitopatho_heteroplasms"
"rath1","find 12;TWCMS Sk2008-3075","Ireland","Europe","British Isles","Ireland_BA","Bronze Age","BABI","",55.29213333129883,-6.191685199737549,"M","Rathlin Island, County Antrim","","U5a1b1e","R1b1a1a2a1a2c1g",-2026,-1885,"2026-1885 calBCE (3591±29 BP, UBA-8707)","3591±29","UBA-8707","Cassidy et al. 2016","https://doi.org/10.1073/pnas.1518445113","https://www.ebi.ac.uk/ena/data/view/PRJEB11995","1","0","",0.0,"<NA>","310C;16270T;12308G;12372A;11467G","310;16270;12308;12372;11467","MT-CR;MT-CR;MT-TL2;MT-ND5;MT-ND4","Possible protective factor for normal tension glaucoma;Melanoma patients;CPEO / Stroke / CM / Breast & Renal & Prostate Cancer Risk / Altered brain pH /sCJD;Altered brain pH / sCJD patients;Altered brain pH / sCJD patients","Reported;Reported;Reported;Reported;Reported","<NA>;nr;+;+;+","<NA>;nr;+;-;-"
"Kivutkalns207","5.I","Latvia","Europe","Baltic","Late Bronze Age","Bronze Age","BABL","",56.85200119018555,24.27199935913086,"F","Kivutkalns, Latvia","grave 153","H1b2","",-730,-390,"730–390 calBCE","2511±30","Hela-3743","Mittnik et al. 2018","https://doi.org/10.1038/s41467-018-02825-9","https://www.ncbi.nlm.nih.gov/nuccore/MG429042.1","1","0","",7.211999893188477,"fasta","16093C","16093","MT-CR","Cyclic Vomiting Syndrome","Reported","-","+"
"Kivutkalns209","5.III","Latvia","Europe","Baltic","Late Bronze Age","Bronze Age","BABL","",56.85200119018555,24.27199935913086,"M","Kivutkalns, Latvia","grave 153","J1b1a1","R1a1a",-450,-230,"405–230 calBCE","2497±30 and 2556±30","Hela-3741, 3742","Mittnik et al. 2018","https://doi.org/10.1038/s41467-018-02825-9","https://www.ncbi.nlm.nih.gov/nuccore/MG429043.1","1","0","",2.240000009536743,"fasta","12308G;150T;12372A;11467G;16270T","12308;150;12372;11467;16270","MT-TL2;MT-CR;MT-ND5;MT-ND4;MT-CR","CPEO / Stroke / CM / Breast & Renal & Prostate Cancer Risk / Altered brain pH /sCJD;Longevity / Cervical Carcinoma / HPV infection risk;Altered brain pH / sCJD patients;Altered brain pH / sCJD patients;Melanoma patients","Reported;Conflicting reports;Reported;Reported;Reported","+;+;+;+;nr","+;+;-;-;nr"
"Kivutkalns215","6.1b","Latvia","Europe","Baltic","Late Bronze Age","Bronze Age","BABL","",56.85200119018555,24.27199935913086,"F","Kivutkalns, Latvia","grave 153","H1c","",-790,-535,"790–535 calBCE","2462±27","Hela-3745","Mittnik et al. 2018","https://doi.org/10.1038/s41467-018-02825-9","https://www.ncbi.nlm.nih.gov/nuccore/MG429044.1","1","0","CT:M5585:6864267A->G;CT:M5712:17104433A->C",2.734999895095825,"fasta","16093C","16093","MT-CR","Cyclic Vomiting Syndrome","Reported","-","+"
"rath2","7.VI","Ireland","Europe","British Isles","Ireland_BA","Bronze Age","BABI","",55.29213333129883,-6.191685199737549,"M","Rathlin Island, County Antrim","","U5b2a2","R1b1a1a2a1a2c1",-2024,-1741,"2024-1741 calBCE (3539±54 BP, UBA-8705)","3539±54","UBA-8705","Cassidy et al. 2016","https://doi.org/10.1073/pnas.1518445113","https://www.ebi.ac.uk/ena/data/view/PRJEB11995","1","0","I2:L68:18700150C->T;I:CTS7469:17497181C->A;I:FGC2412:21689728A->G;I:FGC2413:8262092C->T;I:FI2:8382265C->G;I:FI4:8873160G->T;I:L578:8267857G->A;I:PF3640:7681156T->A;I:PF3641:7688470T->C",0.0,"<NA>","16189C;3010A;146C","16189;3010;146","MT-CR;MT-RNR2;MT-CR","Diabetes / Cardiomyopathy /cancer risk / mtDNA copy nbr / Metabolic Syndrome / Melanoma patients;Cyclic Vomiting Syndrome with Migraine / high altitude disease risk factor;Absence of Endometriosis","Reported;Reported;Reported","+;+;+","-;-;-"
"Kivutkalns25","8.V","Latvia","Europe","Baltic","Late Bronze Age","Bronze Age","BABL","",56.85200119018555,24.27199935913086,"M","Kivutkalns, Latvia","grave 153","H28a","R1a1a1b",-800,-545,"800–545 calBCE","2545±30","Hela-3738","Mittnik et al. 2018","https://doi.org/10.1038/s41467-018-02825-9","https://www.ncbi.nlm.nih.gov/nuccore/MG429046.1","1","0","I2a2a1b:CTS10057:19232160C->T;I2a2a1:CTS9183:18732197A->G;I2a2:L181:19077754G->T;I2a2:L35:22725379C->A;I2a2:P217:7628484C->T;I2:PF3664:8567995G->A;I:CTS10058:19233673A->G;I:CTS1800:14073053G->A;I:CTS2536:14352669G->A;I:CTS5650:16415916A->G;I:CTS6265:16780748C->G;I:CTS7593:17548890G->A;I:CTS7831:17692855T->A;I:CTS9618:18992894T->C;I:FGC2412:21689728A->G;I:FGC2415:13835003T->C;I:FGC2416:7642823G->T;I:FI4:8873160G->T;I:L578:8267857G->A;I:L758:8536868C->G;I:PF3641:7688470T->C;I:PF3665:8643763A->G;I:PF3794:21067903C->T;I:PF3815:21841289G->T;I:PF3836:22525421T->G;I:Z16985:13804066G->C",1.569000005722046,"fasta","13967T;11467G;15257A;16093C;12372A;9055A;12308G;10398G;5913A","13967;11467;15257;16093;12372;9055;12308;10398;5913","MT-ND5;MT-ND4;MT-CYB;MT-CR;MT-ND5;MT-ATP6;MT-TL2;MT-ND3;MT-CO1","Possible LHON factor;Altered brain pH / sCJD patients;LHON;Cyclic Vomiting Syndrome;Altered brain pH / sCJD patients;PD protective factor;CPEO / Stroke / CM / Breast & Renal & Prostate Cancer Risk / Altered brain pH /sCJD;PD protective factor / longevity / altered cell pH / metabolic syndrome / breast cancer risk / Leigh Syndrome risk / ADHD / cognitive decline / SCA2 age of onset / Fuchs endothelial corneal dystrophy;Prostate Cancer / hypertension","Reported;Reported;Conflicting reports;Reported;Reported;Reported;Reported;Reported / lineage L & M marker / also hg IJK;Reported","+;+;+;-;+;+;+;+;+","-;-;-;+;-;-;+;-;-"
"rath3","2;SK 8772 (YCF 95)","Ireland","Europe","British Isles","Ireland_BA","Bronze Age","BABI","",55.29213333129883,-6.191685199737549,"M","Rathlin Island, County Antrim","","J2b1a","R1b1a1a2a1a2c",-1736,-1534,"1736-1534 calBCE (3354±28 BP, UBA-8706)","3354±28","UBA-8706","Cassidy et al. 2016","https://doi.org/10.1073/pnas.1518445113","https://www.ebi.ac.uk/ena/data/view/PRJEB11995","1","0","",0.0,"<NA>","11251G;15928A;310C;6261A;146C;4917G;4216C","11251;15928;310;6261;146;4917;4216","MT-ND4;MT-TT;MT-CR;MT-CO1;MT-CR;MT-ND2;MT-ND1","Reduced risk of PD;Multiple Sclerosis / idiopathic repeat miscarriage / AD protection;Possible protective factor for normal tension glaucoma;Prostate Cancer / LHON;Absence of Endometriosis;LHON / Insulin Resistance / AMD / NRTI-PN;LHON / Insulin Resistance /possible adaptive high altitude variant / miscarriage","Reported;Reported;Reported;Reported;Reported;Reported;Conflicting reports","nr;+;<NA>;+;+;+;+","nr;-;<NA>;-;-;-;-"
"I0071","SK 8633 (YCF 95)","Greece","Europe","southern Europe","Minoan","Bronze Age","MIC","",35.08000183105469,25.829999923706055,"F","Lassithi, Crete","","U5a1","",-2400,-1700,"2400-1700 BCE","","","Lazaridis et al. 2017","https://dx.doi.org/10.1038/nature23310","https://www.ebi.ac.uk/ena/data/view/PRJEB20914","0","0","",552.0,"bam","15927A;13708A;310C;12705T;16183C;16189C;8393T;195C","15927;13708;310;12705;16183;16189;8393;195","MT-TT;MT-ND5;MT-CR;MT-CO1;MT-CR;MT-CR;MT-ATP8;MT-CR","LHON / Multiple Sclerosis / DEAF1555 increased penetrance / CHD;LHON / Increased MS risk / higher freq in PD-ADS;Possible protective factor for normal tension glaucoma;Possible protective factor for normal tension glaucoma;Melanoma patients;Diabetes / Cardiomyopathy /cancer risk / mtDNA copy nbr / Metabolic Syndrome / Melanoma patients;Reversible brain pseudoatrophy;BD-associated / melanoma pts","Reported;Conflicting reports;Reported;Reported;Reported;Reported;Reported;Reported","+;+;<NA>;<NA>;nr;+;-;+","-;+;<NA>;<NA>;+;-;+;+"
"Kivutkalns42","SK 8784 (YCF 95)","Latvia","Europe","Baltic","Late Bronze Age","Bronze Age","BABL","",56.85200119018555,24.27199935913086,"F","Kivutkalns, Latvia","grave 153","H1b1","",-810,-560,"810–560 calBCE","2573±30","Hela-3740","Mittnik et al. 2018","https://doi.org/10.1038/s41467-018-02825-9","https://www.ncbi.nlm.nih.gov/nuccore/MG429047.1","1","0","",1.1019999980926514,"fasta","16093C;12308G;15257A;11467G;5913A;9055A;12372A;10398G;310C;13967T","16093;12308;15257;11467;5913;9055;12372;10398;310;13967","MT-CR;MT-TL2;MT-CYB;MT-ND4;MT-CO1;MT-ATP6;MT-ND5;MT-ND3;MT-CR;MT-ND5","Cyclic Vomiting Syndrome;CPEO / Stroke / CM / Breast & Renal & Prostate Cancer Risk / Altered brain pH /sCJD;LHON;Altered brain pH / sCJD patients;Prostate Cancer / hypertension;PD protective factor;Altered brain pH / sCJD patients;PD protective factor / longevity / altered cell pH / metabolic syndrome / breast cancer risk / Leigh Syndrome risk / ADHD / cognitive decline / SCA2 age of onset / Fuchs endothelial corneal dystrophy;Possible protective factor for normal tension glaucoma;Possible LHON factor","Reported;Reported;Conflicting reports;Reported;Reported;Reported;Reported;Reported / lineage L & M marker / also hg IJK;Reported;Reported","-;+;+;+;+;+;+;+;<NA>;+","+;+;-;-;-;-;-;-;<NA>;-"
"I7640","SK 8779 (YCF 95)","Great Britain","Europe","British Isles","England_MBA","Bronze Age","BABI","",52.17839050292969,0.12254399806261063,"M","Clay Farm, Cambridgeshire, England","","U5a2c2","R1b1a1a2a1a2c1e2b3",-1430,-1282,"1430-1282 calBCE (3100±30 BP, SUERC-28349)","3100±30","SUERC-28349","Olalde et al. 2018","https://dx.doi.org/10.1038/nature25738","http://www.ebi.ac.uk/ena/data/view/PRJEB23635","1","0","",136.78799438476562,"bam","11467G;16192T;10398G;12308G;9055A;195C;12372A;16093C","11467;16192;10398;12308;9055;195;12372;16093","MT-ND4;MT-CR;MT-ND3;MT-TL2;MT-ATP6;MT-CR;MT-ND5;MT-CR","Altered brain pH / sCJD patients;Melanoma patients;PD protective factor / longevity / altered cell pH / metabolic syndrome / breast cancer risk / Leigh Syndrome risk / ADHD / cognitive decline / SCA2 age of onset / Fuchs endothelial corneal dystrophy;CPEO / Stroke / CM / Breast & Renal & Prostate Cancer Risk / Altered brain pH /sCJD;PD protective factor;BD-associated / melanoma pts;Altered brain pH / sCJD patients;Cyclic Vomiting Syndrome","Reported;Reported;Reported / lineage L & M marker / also hg IJK;Reported;Reported;Reported;Reported;Reported","+;nr;+;+;+;+;+;-","-;nr;-;+;-;+;-;+"
"I0073","ABSRC00;SK 3036","Greece","Europe","southern Europe","Minoan","Bronze Age","MIC","",35.08000183105469,25.829999923706055,"M","Lassithi, Crete","","H","J2a1",-2400,-1700,"2400-1700 BCE","","","Lazaridis et al. 2017","https://dx.doi.org/10.1038/nature23310","https://www.ebi.ac.uk/ena/data/view/PRJEB20914","0","0","",563.1567993164062,"bam","10398G;12308G;9055A;12372A;16093C;11467G;15924G;310C","10398;12308;9055;12372;16093;11467;15924;310","MT-ND3;MT-TL2;MT-ATP6;MT-ND5;MT-CR;MT-ND4;MT-TT;MT-CR","PD protective factor / longevity / altered cell pH / metabolic syndrome / breast cancer risk / Leigh Syndrome risk / ADHD / cognitive decline / SCA2 age of onset / Fuchs endothelial corneal dystrophy;CPEO / Stroke / CM / Breast & Renal & Prostate Cancer Risk / Altered brain pH /sCJD;PD protective factor;Altered brain pH / sCJD patients;Cyclic Vomiting Syndrome;Altered brain pH / sCJD patients;LIMM;Possible protective factor for normal tension glaucoma","Reported / lineage L & M marker / also hg IJK;Reported;Reported;Reported;Reported;Reported;Reported;Reported","+;+;+;+;-;+;nr;<NA>","-;+;-;-;+;-;nr;<NA>"
"I5385","BEDFM2009.12;feature F.66 skeleton 186","Great Britain","Europe","British Isles","Bell Beaker","Bronze Age","BBC","",58.36476135253906,-3.403507947921753,"F","Achavanich, Wick, Highland, Scotland","","H5","",-2455,-2147,"2455-2147 calBCE (3827±33 BP, SUERC-71005)","3827±33","SUERC-71005","Olalde et al. 2018","https://dx.doi.org/10.1038/nature25738","http://www.ebi.ac.uk/ena/data/view/PRJEB23635","1","0","",278.4590148925781,"bam","5460A;310C;3010A","5460;310;3010","MT-ND2;MT-CR;MT-RNR2","AD / PD / LHON;Possible protective factor for normal tension glaucoma;Cyclic Vomiting Syndrome with Migraine / high altitude disease risk factor","Conflicting reports;Reported;Reported","+;<NA>;+","+;<NA>;-"
"I0074","CQWDO7;feature F.320 skeleton 1126","Greece","Europe","southern Europe","Minoan","Bronze Age","MIC","",35.08000183105469,25.829999923706055,"F","Lassithi, Crete","","H5","",-2400,-1700,"2400-1700 BCE","","","Lazaridis et al. 2017","https://dx.doi.org/10.1038/nature23310","https://www.ebi.ac.uk/ena/data/view/PRJEB20914","0","0","",933.5032958984375,"bam","310C;11467G;12372A;146C;12308G;9055A","310;11467;12372;146;12308;9055","MT-CR;MT-ND4;MT-ND5;MT-CR;MT-TL2;MT-ATP6","Possible protective factor for normal tension glaucoma;Altered brain pH / sCJD patients;Altered brain pH / sCJD patients;Absence of Endometriosis;CPEO / Stroke / CM / Breast & Renal & Prostate Cancer Risk / Altered brain pH /sCJD;PD protective factor","Reported;Reported;Reported;Reported;Reported;Reported","<NA>;+;+;+;+;+","<NA>;-;-;-;+;-"
"I5470","OVE08 feature F.1080 skeleton 5487","Great Britain","Europe","British Isles","Scotland_CA_EBA","Bronze Age","BABI","",55.97407531738281,-3.1760730743408203,"U","Leith, Merrilees Close, City of Edinburgh, Scotland","","H15a1","R1",-1620,-1449,"1620-1449 calBCE (3260±35 BP, SUERC-2868)","3260±35","SUERC-2868","Olalde et al. 2018","https://dx.doi.org/10.1038/nature25738","http://www.ebi.ac.uk/ena/data/view/PRJEB23635","1","0","",2.9751899242401123,"bam","4917G;1391C;310C","4917;1391;310","MT-ND2;MT-RNR1;MT-CR","LHON / Insulin Resistance / AMD / NRTI-PN;found in 1 HCM patient;Possible protective factor for normal tension glaucoma","Reported;Reported;Reported","+;+;<NA>","-;+;<NA>"
"I2981","feature F.1079 skeleton 5486;OVE08","Great Britain","Europe","British Isles","Scotland_CA_EBA","Bronze Age","BABI","",59.28099822998047,-2.424999952316284,"F","Stenchme, Lop Ness, Orkney, Scotland","","T2a1b1a","",-1950,-1496,"1950-1496 calBCE [1740-1496 calBCE (3320±50 BP, AA-51418), 1950-1702 calBCE (3520±40 BP, AA-43651)]","3520±40","AA-43651","Olalde et al. 2018","https://dx.doi.org/10.1038/nature25738","http://www.ebi.ac.uk/ena/data/view/PRJEB23635","1","0","",1116.1099853515625,"bam","11467G;12372A;12308G;16270T;310C","11467;12372;12308;16270;310","MT-ND4;MT-ND5;MT-TL2;MT-CR;MT-CR","Altered brain pH / sCJD patients;Altered brain pH / sCJD patients;CPEO / Stroke / CM / Breast & Renal & Prostate Cancer Risk / Altered brain pH /sCJD;Melanoma patients;Possible protective factor for normal tension glaucoma","Reported;Reported;Reported;Reported;Reported","+;+;+;nr;<NA>","-;-;+;nr;<NA>"
"I2861","13382","Great Britain","Europe","British Isles","Scotland_LBA","Bronze Age","BABI","",57.72100067138672,-3.3880999088287354,"F","Covesea Cave 2, Moray, Scotland","","I2a1","",-976,-828,"976-828 calBCE (2757±29 BP, SUERC-68716)","2757±29","SUERC-68716","Olalde et al. 2018","https://dx.doi.org/10.1038/nature25738","http://www.ebi.ac.uk/ena/data/view/PRJEB23635","1","0","",995.0900268554688,"bam","16129A;15043A;8519A;310C;12705T;10398G;15924G","16129;15043;8519;310;12705;10398;15924","MT-CR;MT-CYB;MT-ATP8;MT-CR;MT-CO1;MT-ND3;MT-TT","Cyclic Vomiting Syndrome with Migraine;MDD-associated;Susceptibility to bullous pemphigoid;Possible protective factor for normal tension glaucoma;Possible protective factor for normal tension glaucoma;PD protective factor / longevity / altered cell pH / metabolic syndrome / breast cancer risk / Leigh Syndrome risk / ADHD / cognitive decline / SCA2 age of onset / Fuchs endothelial corneal dystrophy;LIMM","Reported;Reported;Reported;Reported;Reported;Reported / lineage L & M marker / also hg IJK;Reported","-;+;+;<NA>;<NA>;+;nr","+;-;-;<NA>;<NA>;-;nr"
"I2573","61231","Great Britain","Europe","British Isles","Scotland_MBA","Bronze Age","BABI","",55.97999954223633,-2.8959999084472656,"F","Longniddry, Evergreen House, Coast Road, East Lothian, Scotland","","H3+16311","",-1500,-1301,"1500-1301 calBCE (3144±37 BP, OxA-16486)","3144±37","OxA-16486","Olalde et al. 2018","https://dx.doi.org/10.1038/nature25738","http://www.ebi.ac.uk/ena/data/view/PRJEB23635","1","0","",68.06400299072266,"bam","12372A;16192T;8573A;15497A;16270T;12811C;12308G;150T;310C;228A;11467G","12372;16192;8573;15497;16270;12811;12308;150;310;228;11467","MT-ND5;MT-CR;MT-ATP6;MT-CYB;MT-CR;MT-ND5;MT-TL2;MT-CR;MT-CR;MT-CR;MT-ND4","Altered brain pH / sCJD patients;Melanoma patients;Patient with suspected mitochondrial disease;EXIT / Obesity;Melanoma patients;Possible LHON factor;CPEO / Stroke / CM / Breast & Renal & Prostate Cancer Risk / Altered brain pH /sCJD;Longevity / Cervical Carcinoma / HPV infection risk;Possible protective factor for normal tension glaucoma;Low VO2max response;Altered brain pH / sCJD patients","Reported;Reported;Reported as Benign;Reported;Reported;Reported;Reported;Conflicting reports;Reported;Reported;Reported","+;nr;+;+;nr;+;+;+;<NA>;+;+","-;nr;-;-;nr;-;+;+;<NA>;-;-"
"I9005","62014","Greece","Europe","southern Europe","Minoan","Bronze Age","MIC","",35.08000183105469,25.829999923706055,"F","Lassithi, Crete","","H","",-2400,-1700,"2400-1700 BCE","","","Lazaridis et al. 2017","https://dx.doi.org/10.1038/nature23310","https://www.ebi.ac.uk/ena/data/view/PRJEB20914","0","0","",0.0,"bam","310C;15928A;11251G;4917G;14687G;4216C","310;15928;11251;4917;14687;4216","MT-CR;MT-TT;MT-ND4;MT-ND2;MT-TE;MT-ND1","Possible protective factor for normal tension glaucoma;Multiple Sclerosis / idiopathic repeat miscarriage / AD protection;Reduced risk of PD;LHON / Insulin Resistance / AMD / NRTI-PN;Mito myopathy w respiratory failure / intellectual disability;LHON / Insulin Resistance /possible adaptive high altitude variant / miscarriage","Reported;Reported;Reported;Reported;Reported;Conflicting reports","<NA>;+;nr;+;+;+","<NA>;-;nr;-;-;-"
"I9127","62027","Greece","Europe","southern Europe","Minoan","Bronze Age","MIC","",35.04999923706055,24.809999465942383,"F","Phaestos, South-western Crete","","J2b1a1","",-2210,-1680,"2210-1680 BCE (based on four direct dates of skeletons in the same ossuary±)","","","Lazaridis et al. 2017","https://dx.doi.org/10.1038/nature23310","https://www.ebi.ac.uk/ena/data/view/PRJEB20914","0","1","",0.0,"bam","11251G;15928A;4216C;310C;4917G;14687G","11251;15928;4216;310;4917;14687","MT-ND4;MT-TT;MT-ND1;MT-CR;MT-ND2;MT-TE","Reduced risk of PD;Multiple Sclerosis / idiopathic repeat miscarriage / AD protection;LHON / Insulin Resistance /possible adaptive high altitude variant / miscarriage;Possible protective factor for normal tension glaucoma;LHON / Insulin Resistance / AMD / NRTI-PN;Mito myopathy w respiratory failure / intellectual disability","Reported;Reported;Conflicting reports;Reported;Reported;Reported","nr;+;+;<NA>;+;+","nr;-;-;<NA>;-;-"
"I9129","5117","Greece","Europe","southern Europe","Minoan","Bronze Age","MIC","",35.04999923706055,24.809999465942383,"F","Phaestos, South-western Crete","","H+163","",-2210,-1680,"2210-1680 BCE (based on four direct dates of skeletons in the same ossuary±)","","","Lazaridis et al. 2017","https://dx.doi.org/10.1038/nature23310","https://www.ebi.ac.uk/ena/data/view/PRJEB20914","0","1","",0.0,"bam","","","","","","",""
"I9130","EXEKA09_220053","Greece","Europe","southern Europe","Minoan","Bronze Age","MIC","",35.04999923706055,24.809999465942383,"M","Phaestos, South-western Crete","","U3b3","G2a2b2a",-2210,-1680,"2210-1680 BCE (based on four direct dates of skeletons in the same ossuary±)","","","Lazaridis et al. 2017","https://dx.doi.org/10.1038/nature23310","https://www.ebi.ac.uk/ena/data/view/PRJEB20914","0","1","",0.0,"bam","16270T;12308G;310C;16192T;16189C;11467G;12372A;195C","16270;12308;310;16192;16189;11467;12372;195","MT-CR;MT-TL2;MT-CR;MT-CR;MT-CR;MT-ND4;MT-ND5;MT-CR","Melanoma patients;CPEO / Stroke / CM / Breast & Renal & Prostate Cancer Risk / Altered brain pH /sCJD;Possible protective factor for normal tension glaucoma;Melanoma patients;Diabetes / Cardiomyopathy /cancer risk / mtDNA copy nbr / Metabolic Syndrome / Melanoma patients;Altered brain pH / sCJD patients;Altered brain pH / sCJD patients;BD-associated / melanoma pts","Reported;Reported;Reported;Reported;Reported;Reported;Reported;Reported","nr;+;<NA>;nr;+;+;+;+","nr;+;<NA>;nr;-;-;-;+"
"Turlojiske1932","EXEKA09_246136","Lithuania","Europe","Baltic","Trzciniec","Bronze Age","TRC","",54.36199951171875,23.33300018310547,"F","Turlojiškė (Kirsna1932), Lithuania","Kirsna 1932","U5a2a1","",-1230,-920,"1230–920 calBCE","2895±55","OxA-5931","Mittnik et al. 2018","https://doi.org/10.1038/s41467-018-02825-9","https://www.ncbi.nlm.nih.gov/nuccore/MG429031.1","1","0","",0.08100000023841858,"fasta","11251G;185A;228A;489C;4216C;295T;3010A;10398G;310C;13708A;462T","11251;185;228;489;4216;295;3010;10398;310;13708;462","MT-ND4;MT-CR;MT-CR;MT-CR;MT-ND1;MT-CR;MT-RNR2;MT-ND3;MT-CR;MT-ND5;MT-CR","Reduced risk of PD;Low VO2max response;Low VO2max response;Low VO2max response;LHON / Insulin Resistance /possible adaptive high altitude variant / miscarriage;Low VO2max response;Cyclic Vomiting Syndrome with Migraine / high altitude disease risk factor;PD protective factor / longevity / altered cell pH / metabolic syndrome / breast cancer risk / Leigh Syndrome risk / ADHD / cognitive decline / SCA2 age of onset / Fuchs endothelial corneal dystrophy;Possible protective factor for normal tension glaucoma;LHON / Increased MS risk / higher freq in PD-ADS;Low VO2max response","Reported;Reported;Reported;Reported;Conflicting reports;Reported;Reported;Reported / lineage L & M marker / also hg IJK;Reported;Conflicting reports;Reported","nr;+;+;+;+;+;+;+;<NA>;+;+","nr;-;-;-;-;-;-;-;<NA>;+;-"
"I9131","62260_39","Greece","Europe","southern Europe","Minoan","Bronze Age","MIC","",35.04999923706055,24.809999465942383,"F","Phaestos, South-western Crete","","K1a2","",-2210,-1680,"2210-1680 BCE (based on four direct dates of skeletons in the same ossuary±)","","","Lazaridis et al. 2017","https://dx.doi.org/10.1038/nature23310","https://www.ebi.ac.uk/ena/data/view/PRJEB20914","0","1","",0.0,"bam","15924G;16129A;12705T;310C;15043A;10398G","15924;16129;12705;310;15043;10398","MT-TT;MT-CR;MT-CO1;MT-CR;MT-CYB;MT-ND3","LIMM;Cyclic Vomiting Syndrome with Migraine;Possible protective factor for normal tension glaucoma;Possible protective factor for normal tension glaucoma;MDD-associated;PD protective factor / longevity / altered cell pH / metabolic syndrome / breast cancer risk / Leigh Syndrome risk / ADHD / cognitive decline / SCA2 age of onset / Fuchs endothelial corneal dystrophy","Reported;Reported;Reported;Reported;Reported;Reported / lineage L & M marker / also hg IJK","nr;-;<NA>;<NA>;+;+","nr;+;<NA>;<NA>;-;-"
"Turlojiske1","ERS2696728;ES.2/4-3","Lithuania","Europe","Baltic","Trzciniec","Bronze Age","TRC","",54.36199951171875,23.33300018310547,"M","Turlojiškė96 (Kirsna III), Lithuania","grave 1","T2b","R1a1a1b",-930,-810,"930–810 calBCE","2730±30","Poz-66904","Mittnik et al. 2018","https://doi.org/10.1038/s41467-018-02825-9","https://www.ncbi.nlm.nih.gov/nuccore/MG429037.1","1","0","",0.13099999725818634,"fasta","","","","","","",""
"SCY001","ES.3/4-1","Ukraine","Europe","Pontic steppe","Scythian","Iron Age","SCU","",49.05027770996094,33.241943359375,"U","Svetlovodsk","","U5a1b","",-400,-400,"400 BCE","","","Juras et al. 2017b","https://doi.org/10.1038/srep43950","https://www.ncbi.nlm.nih.gov/popset/1160417854","0","0","",0.0,"reconstructed","","","","","","",""
"I5364","ERS2696729;ES.3/4-2","Great Britain","Europe","British Isles","Wales_MBA","Bronze Age","BABI","",51.537628173828125,-4.211801052093506,"F","Culver Hole Cave, Port Eynon, West Glamorgan, Wales","","H5c","",-1600,-800,"1600-800 BCE","","","Olalde et al. 2018","https://dx.doi.org/10.1038/nature25738","http://www.ebi.ac.uk/ena/data/view/PRJEB23635","0","0","",6.499849796295166,"bam","","","","","","",""
"Turlojiske5","ES.3/4-4","Lithuania","Europe","Baltic","Trzciniec","Bronze Age","TRC","",54.36199951171875,23.33300018310547,"M","Turlojiškė1999, Lithuania","grave 5, 1999","H5","CT",-2100,-600,"2100/2000–600 BCE","","","Mittnik et al. 2018","https://doi.org/10.1038/s41467-018-02825-9","https://www.ncbi.nlm.nih.gov/nuccore/MG429033.1","0","1","",0.057999998331069946,"fasta","","","","","","",""
"Turlojiske3","G2;Grave 2","Lithuania","Europe","Baltic","Trzciniec","Bronze Age","TRC","",54.36199951171875,23.33300018310547,"M","Turlojiškė II, Lithuania","grave 3","H4a1a1a3","R1a1a1b",-1010,-800,"1010–800 calBCE","2736±60","Vs-1188","Mittnik et al. 2018","https://doi.org/10.1038/s41467-018-02825-9","https://www.ncbi.nlm.nih.gov/nuccore/MG429035.1","1","0","",0.6710000038146973,"fasta","11467G;10398G;12308G;9055A;12372A;16093C","11467;10398;12308;9055;12372;16093","MT-ND4;MT-ND3;MT-TL2;MT-ATP6;MT-ND5;MT-CR","Altered brain pH / sCJD patients;PD protective factor / longevity / altered cell pH / metabolic syndrome / breast cancer risk / Leigh Syndrome risk / ADHD / cognitive decline / SCA2 age of onset / Fuchs endothelial corneal dystrophy;CPEO / Stroke / CM / Breast & Renal & Prostate Cancer Risk / Altered brain pH /sCJD;PD protective factor;Altered brain pH / sCJD patients;Cyclic Vomiting Syndrome","Reported;Reported / lineage L & M marker / also hg IJK;Reported;Reported;Reported;Reported","+;+;+;+;+;-","-;-;+;-;-;+"
